Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 340,340,340
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.38514088584529559967
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.8973114254 | 14.0994317452
	3.6193580194 | 3.9536891550 | 0.1117773082
	14.8101968258 | 16.4429728429 | 2.6659575217
	95.6802585245 | 94.3282338465 | 1.8279707299
	80.7599408181 | 76.1403344955 | 21.3407625751
	151.9124776000 | 152.7479531184 | 0.6980193419
	38.1071303166 | 35.6446862000 | 6.0636310273
	60.5283449415 | 59.8312755978 | 0.4859056699
	15.7713610460 | 16.1322533256 | 0.1302432375
	26.9295441315 | 26.6106912767 | 0.1016671430
	45.3353975536 | 40.7033513315 | 21.4558522039
	26.9394855072 | 21.9306050075 | 25.0888838607
	18.7386443260 | 15.6210688148 | 9.7192770679
	12.9336643570 | 9.3867382958 | 12.5806844836
	14.2649027747 | 12.3664149349 | 3.6042560776
	41.8627761972 | 43.5299731168 | 2.7795455684
	23.8797765501 | 23.1515419528 | 0.5303256287
	13.8573527199 | 12.6409710601 | 1.4795843421
	14.6417113659 | 14.2503835507 | 0.1531374589
	7.6741391471 | 11.3081160844 | 13.2057883811
	21.0954875292 | 21.3704331892 | 0.0755951159
	7.3071484354 | 5.4645622440 | 3.3951238726
	8.1531554515 | 9.7240365862 | 2.4676675397
	17.5377826988 | 15.2448620845 | 5.2574849432
	16.0668745556 | 16.8197474583 | 0.5668176077
	12.1911370473 | 13.6132343519 | 2.0223607439
	8.8726714451 | 13.0065103469 | 17.0886240657
	11.2864427278 | 19.0052538599 | 59.5800452926
	10.1091975389 | 12.7933316366 | 7.2045758544
	8.0182772777 | 8.6370860546 | 0.3829243024
	14.6978954500 | 17.5514989733 | 8.1430530681
	6.2137733467 | 24.2439195771 | 325.0861730906
	18.2282702253 | 17.3363299997 | 0.7955573661
	10.7750992010 | 13.0498281730 | 5.1743918959
	10.2547250236 | 11.9180774789 | 2.7667413904
	5.8496227769 | 9.4235882167 | 12.7732289650
	7.5810516990 | 8.1074246369 | 0.2770684697
	8.4908655969 | 8.5869262520 | 0.0092276495
	6.0780658615 | 7.9342652324 | 3.4454761048
	7.0879116947 | 7.1039526290 | 0.0002573116
