Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 104,104,104
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 21.64921124637957206005
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 47.2144982053 | 2.4406743551
	3.6193580194 | 6.8108563999 | 10.1856619127
	14.8101968258 | 12.7581800919 | 4.2107726762
	95.6802585245 | 91.5058442302 | 17.4257347005
	80.7599408181 | 77.6181635799 | 9.8707642145
	151.9124776000 | 147.4525326349 | 19.8911090920
	38.1071303166 | 37.4324503752 | 0.4551930232
	60.5283449415 | 56.1940631878 | 18.7859983212
	15.7713610460 | 16.2103717279 | 0.1927303788
	26.9295441315 | 25.5354330986 | 1.9435455720
	45.3353975536 | 44.6255124026 | 0.5039369277
	26.9394855072 | 25.3198073249 | 2.6233574145
	18.7386443260 | 19.3944208695 | 0.4300428750
	12.9336643570 | 15.2995680018 | 5.5975000562
	14.2649027747 | 18.0959836095 | 14.6771803630
	41.8627761972 | 38.0904103510 | 14.2307440779
	23.8797765501 | 25.6944289504 | 3.2929633339
	13.8573527199 | 15.8871120199 | 4.1199228160
	14.6417113659 | 16.4743532960 | 3.3585764442
	7.6741391471 | 14.4248883245 | 45.5726144566
	21.0954875292 | 25.7896352626 | 22.0350229427
	7.3071484354 | 10.2654988457 | 8.7518371503
	8.1531554515 | 12.6580196411 | 20.2938013669
	17.5377826988 | 23.2790654846 | 32.9623280272
	16.0668745556 | 21.5634566980 | 30.2124152490
	12.1911370473 | 15.4514646088 | 10.6297358082
	8.8726714451 | 7.1452228423 | 2.9840786753
	11.2864427278 | 11.1030900823 | 0.0336181926
	10.1091975389 | 11.2326415357 | 1.2621264141
	8.0182772777 | 9.5878689519 | 2.4636180235
	14.6978954500 | 18.4457471112 | 14.0463920747
	6.2137733467 | 10.7773672105 | 20.8263889537
	18.2282702253 | 26.0313881723 | 60.8886496939
	10.7750992010 | 11.0452024166 | 0.0729557471
	10.2547250236 | 13.0157830176 | 7.6234412462
	5.8496227769 | 11.4805265608 | 31.7070774241
	7.5810516990 | 10.2200132202 | 6.9641179108
	8.4908655969 | 9.6872443487 | 1.4313221179
	6.0780658615 | 8.0479231139 | 3.8803375947
	7.0879116947 | 10.2200132202 | 9.8100599661
