Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 313,313,313
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.02755437901065249662
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.8664262028 | 14.3323287841
	3.6193580194 | 7.2194012285 | 12.9603111076
	14.8101968258 | 14.5073428935 | 0.0917205043
	95.6802585245 | 92.3744173177 | 10.9285860845
	80.7599408181 | 81.3591979882 | 0.3591091560
	151.9124776000 | 149.1904511865 | 7.4094277958
	38.1071303166 | 35.4313082825 | 7.1600235582
	60.5283449415 | 62.7677670463 | 5.0150113631
	15.7713610460 | 19.5367448478 | 14.1781151751
	26.9295441315 | 25.4559700671 | 2.1714205232
	45.3353975536 | 46.2819571183 | 0.8959750094
	26.9394855072 | 25.3978162685 | 2.3767440416
	18.7386443260 | 21.0469320548 | 5.3281922388
	12.9336643570 | 22.1288097841 | 84.5506994256
	14.2649027747 | 10.7850190330 | 12.1095908558
	41.8627761972 | 39.1693043936 | 7.2547903570
	23.8797765501 | 21.1127712092 | 7.6563185567
	13.8573527199 | 14.1914192991 | 0.1116004794
	14.6417113659 | 15.7985073537 | 1.3381769575
	7.6741391471 | 27.1853219475 | 380.6862542696
	21.0954875292 | 19.9066177859 | 1.4134112666
	7.3071484354 | 10.7499679929 | 11.8530065058
	8.1531554515 | 7.8622446595 | 0.0846290889
	17.5377826988 | 18.3439816214 | 0.6499567028
	16.0668745556 | 14.0456340226 | 4.0854132920
	12.1911370473 | 14.3856780798 | 4.8160103434
	8.8726714451 | 13.0834278711 | 17.7304696788
	11.2864427278 | 16.9935211013 | 32.5707435607
	10.1091975389 | 12.9224730677 | 7.9145192013
	8.0182772777 | 8.8921527364 | 0.7636583172
	14.6978954500 | 15.5412634894 | 0.7112696500
	6.2137733467 | 10.7499679929 | 20.5770618683
	18.2282702253 | 19.6371871350 | 1.9850468583
	10.7750992010 | 10.8832821292 | 0.0117035459
	10.2547250236 | 10.7499679929 | 0.2452655986
	5.8496227769 | 12.1656594273 | 39.8923189694
	7.5810516990 | 9.9944619492 | 5.8245490357
	8.4908655969 | 9.8696786792 | 1.9011255159
	6.0780658615 | 6.5212398971 | 0.1964032258
	7.0879116947 | 7.6776041921 | 0.3477372415
