Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 280,280,280
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.27941865886390004903
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.9621654447 | 0.4761924431
	3.6193580194 | 11.2064217718 | 57.5635363831
	14.8101968258 | 14.5554194701 | 0.0649115010
	95.6802585245 | 95.3612476949 | 0.1017679094
	80.7599408181 | 72.6602084361 | 65.6056646591
	151.9124776000 | 151.0471417803 | 0.7488060808
	38.1071303166 | 36.2110211378 | 3.5952300178
	60.5283449415 | 57.6943521129 | 8.0315153527
	15.7713610460 | 17.2230852696 | 2.1075032213
	26.9295441315 | 26.0747973808 | 0.7305920077
	45.3353975536 | 43.8703286111 | 2.1464270064
	26.9394855072 | 25.9281404706 | 1.0228187831
	18.7386443260 | 17.8891918730 | 0.7215694699
	12.9336643570 | 15.3683628600 | 5.9277568005
	14.2649027747 | 18.4354054271 | 17.3930923736
	41.8627761972 | 42.7590430347 | 0.8032942439
	23.8797765501 | 24.4933694536 | 0.3764962513
	13.8573527199 | 17.9386287418 | 16.6568139669
	14.6417113659 | 21.1376977426 | 42.1978390064
	7.6741391471 | 7.8081549809 | 0.0179602437
	21.0954875292 | 19.3045071551 | 3.2076107007
	7.3071484354 | 6.6855364522 | 0.3864014577
	8.1531554515 | 15.8513613948 | 59.2623747454
	17.5377826988 | 19.3339054323 | 3.2260568738
	16.0668745556 | 15.6033612925 | 0.2148445450
	12.1911370473 | 11.8516068676 | 0.1152807429
	8.8726714451 | 9.9831388699 | 1.2331379015
	11.2864427278 | 11.5948941931 | 0.0951423064
	10.1091975389 | 12.1867613866 | 4.3162715414
	8.0182772777 | 11.7921133110 | 14.2418384061
	14.6978954500 | 16.0747668649 | 1.8957748934
	6.2137733467 | 12.8011247575 | 43.3931986086
	18.2282702253 | 25.5085168915 | 53.0019915196
	10.7750992010 | 10.2609403519 | 0.2643593222
	10.2547250236 | 10.6823014247 | 0.1828215787
	5.8496227769 | 6.7704934355 | 0.8480027700
	7.5810516990 | 10.2970529659 | 7.3766628822
	8.4908655969 | 19.1737608651 | 114.1242513120
	6.0780658615 | 7.1093526461 | 1.0635524322
	7.0879116947 | 9.7696967034 | 7.1919708329
