Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 142,142,142
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 19.57883463505528354176
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.0717492959 | 2.4979269347
	3.6193580194 | 8.6452879809 | 25.2599719777
	14.8101968258 | 14.2672363982 | 0.2948060260
	95.6802585245 | 92.8443994190 | 8.0420968661
	80.7599408181 | 79.6264744205 | 1.2847460744
	151.9124776000 | 152.4905727287 | 0.3341939778
	38.1071303166 | 37.4738235036 | 0.4010775193
	60.5283449415 | 59.2507804792 | 1.6321709553
	15.7713610460 | 17.5613345173 | 3.2040050281
	26.9295441315 | 25.6924302218 | 1.5304508254
	45.3353975536 | 46.2277269260 | 0.7962517087
	26.9394855072 | 24.8175550114 | 4.5025890293
	18.7386443260 | 21.9588431072 | 10.3696801906
	12.9336643570 | 14.3552422275 | 2.0208836418
	14.2649027747 | 12.2038034750 | 4.2481303233
	41.8627761972 | 40.7997524056 | 1.1300195816
	23.8797765501 | 24.5144007511 | 0.4027478765
	13.8573527199 | 14.5103744476 | 0.4264373768
	14.6417113659 | 15.3084523722 | 0.4445435696
	7.6741391471 | 13.2491732030 | 31.0810047249
	21.0954875292 | 23.4849506761 | 5.7095341302
	7.3071484354 | 12.1261784449 | 23.2230502326
	8.1531554515 | 8.6179312459 | 0.2160165391
	17.5377826988 | 17.7195698977 | 0.0330465857
	16.0668745556 | 16.1883835317 | 0.0147644313
	12.1911370473 | 16.2171337540 | 16.2086494826
	8.8726714451 | 10.0109924805 | 1.2957747796
	11.2864427278 | 15.0438186164 | 14.1178735678
	10.1091975389 | 8.1481756063 | 3.8456070201
	8.0182772777 | 11.5484189298 | 12.4619000842
	14.6978954500 | 13.8507822035 | 0.7176008524
	6.2137733467 | 8.7751046172 | 6.5604178772
	18.2282702253 | 24.3876777915 | 37.9383015659
	10.7750992010 | 13.7716442469 | 8.9792822117
	10.2547250236 | 11.0897501644 | 0.6972669856
	5.8496227769 | 15.8772762682 | 100.5538345429
	7.5810516990 | 11.1385359114 | 12.6556939218
	8.4908655969 | 14.5660577907 | 36.9079601922
	6.0780658615 | 7.1921948888 | 1.2412834896
	7.0879116947 | 6.8661619116 | 0.0491729663
