Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 241,241,241
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.03731564798490794033
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.2962802062 | 0.4147975390
	3.6193580194 | 10.4115776183 | 46.1342470798
	14.8101968258 | 14.3845897663 | 0.1811413691
	95.6802585245 | 94.1907981951 | 2.2184920728
	80.7599408181 | 76.9297130915 | 14.6706444373
	151.9124776000 | 150.5638079788 | 1.8189097472
	38.1071303166 | 39.1796334109 | 1.1502628873
	60.5283449415 | 56.3214390654 | 17.6980570509
	15.7713610460 | 17.3714138423 | 2.5601689508
	26.9295441315 | 25.2371844253 | 2.8640813751
	45.3353975536 | 43.7217438497 | 2.6038782764
	26.9394855072 | 24.5237466586 | 5.8357941851
	18.7386443260 | 16.4781067410 | 5.1100301732
	12.9336643570 | 11.7803735447 | 1.3300796978
	14.2649027747 | 15.1028732999 | 0.7021946010
	41.8627761972 | 41.4793501487 | 0.1470155347
	23.8797765501 | 28.8152904215 | 24.3592971748
	13.8573527199 | 13.0614994430 | 0.6333824384
	14.6417113659 | 13.9283454561 | 0.5088909213
	7.6741391471 | 14.9739244012 | 53.2868647567
	21.0954875292 | 19.8507070650 | 1.5494784042
	7.3071484354 | 7.9881903200 | 0.4638180486
	8.1531554515 | 9.5533403792 | 1.9605178320
	17.5377826988 | 15.9609314955 | 2.4864597174
	16.0668745556 | 18.7679198729 | 7.2956458066
	12.1911370473 | 11.8480259928 | 0.1177251957
	8.8726714451 | 11.0151477800 | 4.5902048456
	11.2864427278 | 21.0090515294 | 94.5291219089
	10.1091975389 | 11.5891466493 | 2.1902493695
	8.0182772777 | 6.6313395791 | 1.9235961798
	14.6978954500 | 17.1034541285 | 5.7867125561
	6.2137733467 | 12.1809984725 | 35.6077757016
	18.2282702253 | 20.8438410965 | 6.8412109819
	10.7750992010 | 11.9140864741 | 1.2972920083
	10.2547250236 | 10.9093824147 | 0.4285762996
	5.8496227769 | 5.7993616753 | 0.0025261783
	7.5810516990 | 12.0068303652 | 19.5875168023
	8.4908655969 | 11.9827413641 | 12.1931963735
	6.0780658615 | 10.3569703657 | 18.3090237560
	7.0879116947 | 6.7636584873 | 0.1051401425
