Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 292,292,292
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 26.35745165175175586114
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.8784744446 | 3.1462173882
	3.6193580194 | 4.7854694381 | 1.3598158407
	14.8101968258 | 17.7291144832 | 8.5200802905
	95.6802585245 | 90.4880275082 | 26.9592629262
	80.7599408181 | 74.7016072878 | 36.7034051640
	151.9124776000 | 148.1295664215 | 14.3104169843
	38.1071303166 | 36.8925627079 | 1.4751744760
	60.5283449415 | 60.1047049808 | 0.1794708163
	15.7713610460 | 13.3836362549 | 5.7012296779
	26.9295441315 | 23.5180610093 | 11.6382170925
	45.3353975536 | 46.5677588566 | 1.5187143809
	26.9394855072 | 27.7390380054 | 0.6392841974
	18.7386443260 | 16.5349186080 | 4.8564070402
	12.9336643570 | 14.2188416520 | 1.6516806795
	14.2649027747 | 12.8882373797 | 1.8952076097
	41.8627761972 | 43.9945326845 | 4.5443857208
	23.8797765501 | 22.4072466869 | 2.1683441981
	13.8573527199 | 12.2764772554 | 2.4991672343
	14.6417113659 | 13.2609029446 | 1.9066318961
	7.6741391471 | 6.6582341826 | 1.0320628968
	21.0954875292 | 23.6417856581 | 6.4836341611
	7.3071484354 | 12.8442319935 | 30.6592943301
	8.1531554515 | 12.9239673686 | 22.7606463486
	17.5377826988 | 22.4430304075 | 24.0614550838
	16.0668745556 | 14.0141413997 | 4.2137134091
	12.1911370473 | 20.8095888390 | 74.2777112868
	8.8726714451 | 12.1916634299 | 11.0157077953
	11.2864427278 | 12.0488836352 | 0.5813161373
	10.1091975389 | 10.1570636606 | 0.0022911656
	8.0182772777 | 10.9891416150 | 8.8260349107
	14.6978954500 | 16.5057624438 | 3.2683830675
	6.2137733467 | 12.2437798847 | 36.3609788479
	18.2282702253 | 16.2842538086 | 3.7791998284
	10.7750992010 | 12.6414089761 | 3.4831121764
	10.2547250236 | 16.4118313736 | 37.9099586046
	5.8496227769 | 11.1156939767 | 27.7315058820
	7.5810516990 | 13.0601194776 | 30.0201837225
	8.4908655969 | 7.3246909755 | 1.3599632476
	6.0780658615 | 20.8095888390 | 217.0177692381
	7.0879116947 | 11.3537318762 | 18.1972218206
