Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 466,466,466
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.66163739903334928272
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 49.9040894971 | 18.0782885252
	3.6193580194 | 4.1606761793 | 0.2930253502
	14.8101968258 | 14.8315279539 | 0.0004550170
	95.6802585245 | 93.3454336228 | 5.4514073216
	80.7599408181 | 78.1458143098 | 6.8336574013
	151.9124776000 | 145.1283650124 | 46.0241836017
	38.1071303166 | 38.5113429969 | 0.1633878910
	60.5283449415 | 64.2946105578 | 14.1847566926
	15.7713610460 | 15.0458668500 | 0.5263418285
	26.9295441315 | 25.5009385261 | 2.0409139758
	45.3353975536 | 45.6719763716 | 0.1132853007
	26.9394855072 | 24.3091098202 | 6.9188762550
	18.7386443260 | 20.8270609699 | 4.3614840784
	12.9336643570 | 15.6143679128 | 7.1861715541
	14.2649027747 | 21.9598711711 | 59.2125386221
	41.8627761972 | 42.1941218614 | 0.1097899492
	23.8797765501 | 23.0177940161 | 0.7430138889
	13.8573527199 | 16.6524768110 | 7.8127186848
	14.6417113659 | 14.9004074868 | 0.0669236830
	7.6741391471 | 19.7528645612 | 145.8956076294
	21.0954875292 | 23.4706813235 | 5.6415455601
	7.3071484354 | 6.7585444001 | 0.3009663875
	8.1531554515 | 9.2400815215 | 1.1814082817
	17.5377826988 | 23.4909356506 | 35.4400300675
	16.0668745556 | 19.2980085002 | 10.4402265683
	12.1911370473 | 18.0344252759 | 34.1440173230
	8.8726714451 | 10.4786605419 | 2.5792009789
	11.2864427278 | 12.6619296657 | 1.8919643163
	10.1091975389 | 8.5993617161 | 2.2796042117
	8.0182772777 | 14.5574601605 | 42.7609127744
	14.6978954500 | 11.5381339826 | 9.9840925308
	6.2137733467 | 18.5580094358 | 152.3801646219
	18.2282702253 | 18.6088033312 | 0.1448054447
	10.7750992010 | 10.7498517317 | 0.0006374347
	10.2547250236 | 12.2051640845 | 3.8042125301
	5.8496227769 | 10.3542981791 | 20.2921004793
	7.5810516990 | 12.4161932424 | 23.3785937447
	8.4908655969 | 17.0231055244 | 72.7991181815
	6.0780658615 | 8.7609080161 | 7.1976420264
	7.0879116947 | 10.6245927493 | 12.5081128815
