Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 182,182,182
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.49009836068436385403
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 48.3344326598 | 7.1941980767
	3.6193580194 | 5.4002019751 | 3.1714051944
	14.8101968258 | 16.5513829571 | 3.0317291439
	95.6802585245 | 92.7671995672 | 8.4859124885
	80.7599408181 | 76.7378372534 | 16.1773170847
	151.9124776000 | 145.6708704663 | 38.9576596122
	38.1071303166 | 37.1632638677 | 0.8908838733
	60.5283449415 | 58.8817979776 | 2.7111169046
	15.7713610460 | 13.5766629463 | 4.8166997488
	26.9295441315 | 26.2861244930 | 0.4139888312
	45.3353975536 | 44.2739475091 | 1.1266761971
	26.9394855072 | 27.1499358211 | 0.0442893346
	18.7386443260 | 17.6391392444 | 1.2089114244
	12.9336643570 | 16.5932139433 | 13.3923031744
	14.2649027747 | 13.9472412411 | 0.1009088499
	41.8627761972 | 37.4377177356 | 19.5811423889
	23.8797765501 | 22.8891161159 | 0.9814080959
	13.8573527199 | 19.8980780128 | 36.4903620650
	14.6417113659 | 11.6795596821 | 8.7743425974
	7.6741391471 | 7.1982504252 | 0.2264700756
	21.0954875292 | 21.3657711604 | 0.0730532413
	7.3071484354 | 12.4507827628 | 26.4569740938
	8.1531554515 | 8.5495579168 | 0.1571349146
	17.5377826988 | 16.3214005005 | 1.4795856522
	16.0668745556 | 12.5498658450 | 12.3693502699
	12.1911370473 | 17.2311648976 | 25.4018807322
	8.8726714451 | 11.0971974834 | 4.9485160950
	11.2864427278 | 14.5385915060 | 10.5764716756
	10.1091975389 | 9.4651653008 | 0.4147775237
	8.0182772777 | 15.4066268505 | 54.5877094091
	14.6978954500 | 16.2611653707 | 2.4438128449
	6.2137733467 | 15.7638154790 | 91.2033047282
	18.2282702253 | 18.1389343461 | 0.0079808993
	10.7750992010 | 14.9368135206 | 17.3198660773
	10.2547250236 | 13.0597272724 | 7.8680376153
	5.8496227769 | 11.6245466678 | 33.3497459461
	7.5810516990 | 5.4002019751 | 4.7561055182
	8.4908655969 | 12.8383759562 | 18.9008463243
	6.0780658615 | 14.1833632848 | 65.6958463207
	7.0879116947 | 9.5365839781 | 5.9959959515
