Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 406,406,406
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.12360043518316743416
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.1731484758 | 6.1458572481
	3.6193580194 | 6.5981393685 | 8.8731383258
	14.8101968258 | 16.3759902637 | 2.4517090900
	95.6802585245 | 95.8641118185 | 0.0338020337
	80.7599408181 | 75.7734142403 | 24.8654473112
	151.9124776000 | 147.2592521713 | 21.6525068900
	38.1071303166 | 39.6784454602 | 2.4690312807
	60.5283449415 | 60.1945896511 | 0.1113925939
	15.7713610460 | 15.8470040738 | 0.0057218677
	26.9295441315 | 33.6319893863 | 44.9227723943
	45.3353975536 | 45.2502601932 | 0.0072483701
	26.9394855072 | 22.3472867790 | 21.0882891596
	18.7386443260 | 18.3125483580 | 0.1815577739
	12.9336643570 | 16.7895341453 | 14.8677318244
	14.2649027747 | 17.2546883350 | 8.9388176966
	41.8627761972 | 41.8870052277 | 0.0005870459
	23.8797765501 | 20.2091418483 | 13.4735591142
	13.8573527199 | 15.4729799526 | 2.6102513552
	14.6417113659 | 13.4429871277 | 1.4369397993
	7.6741391471 | 18.2495495016 | 111.8393041655
	21.0954875292 | 20.5938871188 | 0.2516029717
	7.3071484354 | 9.1089909982 | 3.2466366212
	8.1531554515 | 9.7203434185 | 2.4560781239
	17.5377826988 | 21.5427258514 | 16.0395696555
	16.0668745556 | 17.7346654759 | 2.7815265540
	12.1911370473 | 12.7664590525 | 0.3309954097
	8.8726714451 | 8.6340714798 | 0.0569299435
	11.2864427278 | 10.2144146172 | 1.1492442699
	10.1091975389 | 14.3857393182 | 18.2888095901
	8.0182772777 | 10.3398968053 | 5.3899172309
	14.6978954500 | 16.9632108828 | 5.1316540103
	6.2137733467 | 14.1951201537 | 63.7018968529
	18.2282702253 | 15.8865029918 | 5.4838737760
	10.7750992010 | 11.0282875759 | 0.0641043531
	10.2547250236 | 13.6300448919 | 11.3927842132
	5.8496227769 | 12.9527930547 | 50.4550279951
	7.5810516990 | 8.1818644743 | 0.3609759910
	8.4908655969 | 18.3206419395 | 96.6245029451
	6.0780658615 | 12.1215963365 | 36.5242606022
	7.0879116947 | 12.1365988882 | 25.4892423774
