Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 473,473,473
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 13.51362978297238903735
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.9301252247 | 1.6330099967
	3.6193580194 | 8.3976750216 | 22.8323133732
	14.8101968258 | 15.3332889733 | 0.2736253947
	95.6802585245 | 97.0087067612 | 1.7647747178
	80.7599408181 | 77.6535359634 | 9.6497511210
	151.9124776000 | 146.5499095891 | 28.7571356713
	38.1071303166 | 39.3095992727 | 1.4459315904
	60.5283449415 | 56.6013456151 | 15.4213237098
	15.7713610460 | 18.5520516616 | 7.7322402998
	26.9295441315 | 27.3681651852 | 0.1923884288
	45.3353975536 | 46.4615454816 | 1.2682091556
	26.9394855072 | 26.2572471575 | 0.4654491659
	18.7386443260 | 19.0567425194 | 0.1011864606
	12.9336643570 | 15.9201006511 | 8.9188017388
	14.2649027747 | 12.9745278593 | 1.6650674223
	41.8627761972 | 41.9521656010 | 0.0079904655
	23.8797765501 | 24.2150646838 | 0.1124181326
	13.8573527199 | 12.5043907920 | 1.8305059783
	14.6417113659 | 16.3183816832 | 2.8112233530
	7.6741391471 | 7.3488272386 | 0.1058278378
	21.0954875292 | 20.0451255963 | 1.1032601902
	7.3071484354 | 11.0181511972 | 13.7715414984
	8.1531554515 | 11.7136090824 | 12.6768300582
	17.5377826988 | 18.4780446051 | 0.8840924525
	16.0668745556 | 15.6913426584 | 0.1410242058
	12.1911370473 | 11.6238940850 | 0.3217645783
	8.8726714451 | 10.1992024365 | 1.7596844711
	11.2864427278 | 12.7375144434 | 2.1056091237
	10.1091975389 | 12.0591257459 | 3.8022200124
	8.0182772777 | 10.9395224664 | 8.5336734522
	14.6978954500 | 14.3688922882 | 0.1082430805
	6.2137733467 | 10.0393878166 | 14.6353260723
	18.2282702253 | 18.8047279730 | 0.3323035348
	10.7750992010 | 10.1745444369 | 0.3606660248
	10.2547250236 | 10.2981691968 | 0.0018873962
	5.8496227769 | 6.0452385028 | 0.0382655122
	7.5810516990 | 9.5262323325 | 3.7837276971
	8.4908655969 | 11.6438707973 | 9.9414417942
	6.0780658615 | 5.3053530744 | 0.5970850514
	7.0879116947 | 7.9425283872 | 0.7303696911
