Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 291,291,291
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.56627034604463588607
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.2541182240 | 11.5471801519
	3.6193580194 | 11.9982422552 | 70.2057010374
	14.8101968258 | 16.5495520540 | 3.0253566097
	95.6802585245 | 92.9787995975 | 7.2978803343
	80.7599408181 | 74.7483305845 | 36.1394576007
	151.9124776000 | 148.9714052558 | 8.6499065338
	38.1071303166 | 38.2438673707 | 0.0186970220
	60.5283449415 | 58.3317385249 | 4.8250797496
	15.7713610460 | 18.8266858640 | 9.3350097434
	26.9295441315 | 25.2798584680 | 2.7214627882
	45.3353975536 | 44.6451786696 | 0.4764021079
	26.9394855072 | 25.6810457352 | 1.5836706599
	18.7386443260 | 22.3825111075 | 13.2777651215
	12.9336643570 | 12.3537290415 | 0.3363249702
	14.2649027747 | 13.5905324912 | 0.4547752793
	41.8627761972 | 41.2214442409 | 0.4113066782
	23.8797765501 | 22.2141102287 | 2.7744442942
	13.8573527199 | 16.2710502591 | 5.8259358108
	14.6417113659 | 10.6266760221 | 16.1205088117
	7.6741391471 | 9.7036308398 | 4.1188365307
	21.0954875292 | 16.5854464440 | 20.3404705908
	7.3071484354 | 11.7012290271 | 19.3079442464
	8.1531554515 | 11.2917735394 | 9.8509235022
	17.5377826988 | 21.7978804780 | 18.1484330883
	16.0668745556 | 17.3496931574 | 1.6456235652
	12.1911370473 | 18.7700076141 | 43.2815379356
	8.8726714451 | 14.5468707115 | 32.1965373142
	11.2864427278 | 12.3917174771 | 1.2216322714
	10.1091975389 | 10.6002852322 | 0.2411671225
	8.0182772777 | 12.1065365111 | 16.7138635596
	14.6978954500 | 24.0782957921 | 87.9919105790
	6.2137733467 | 10.1559631494 | 15.5408604405
	18.2282702253 | 18.7084674346 | 0.2305893598
	10.7750992010 | 11.6068580348 | 0.6918227574
	10.2547250236 | 12.6454741090 | 5.7156811894
	5.8496227769 | 7.0552349289 | 1.4535006612
	7.5810516990 | 12.8305256449 | 27.5569767087
	8.4908655969 | 11.9585668890 | 12.0249522516
	6.0780658615 | 12.1392159612 | 36.7375405318
	7.0879116947 | 17.2661487668 | 103.5965098960
