Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 190,190,190
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.94498559991535557856
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.4937000475 | 1.3421972796
	3.6193580194 | 6.3352601040 | 7.3761241329
	14.8101968258 | 11.5581371156 | 10.5758923588
	95.6802585245 | 93.9707257828 | 2.9225021947
	80.7599408181 | 78.0846917296 | 7.1569576854
	151.9124776000 | 147.0031282755 | 24.1017107901
	38.1071303166 | 37.4316617929 | 0.4562577265
	60.5283449415 | 62.2244118610 | 2.8766429954
	15.7713610460 | 15.2282144816 | 0.2950081904
	26.9295441315 | 25.5583386046 | 1.8802045969
	45.3353975536 | 45.8102201508 | 0.2254564987
	26.9394855072 | 28.4685517801 | 2.3380436666
	18.7386443260 | 19.9074849401 | 1.3661883813
	12.9336643570 | 11.5371548452 | 1.9502388166
	14.2649027747 | 12.9696008929 | 1.6778069650
	41.8627761972 | 40.5933432425 | 1.6114600267
	23.8797765501 | 24.0883495786 | 0.0435027082
	13.8573527199 | 12.8471176836 | 1.0205748285
	14.6417113659 | 17.9569608863 | 10.9908793829
	7.6741391471 | 9.7313783816 | 4.2322332681
	21.0954875292 | 18.5481617156 | 6.4888688010
	7.3071484354 | 10.0380144922 | 7.4576294200
	8.1531554515 | 10.8791572880 | 7.4310860128
	17.5377826988 | 22.2424017240 | 22.1334401721
	16.0668745556 | 14.9123210914 | 1.3329937017
	12.1911370473 | 14.4845266079 | 5.2596356769
	8.8726714451 | 11.7682345211 | 8.3842855268
	11.2864427278 | 17.3618198336 | 36.9102069772
	10.1091975389 | 10.5805065773 | 0.2221322097
	8.0182772777 | 10.9898712844 | 8.8303709407
	14.6978954500 | 16.6826828249 | 3.9393809236
	6.2137733467 | 11.8051713270 | 31.2637313735
	18.2282702253 | 17.1764429558 | 1.1063406050
	10.7750992010 | 13.1166023031 | 5.4826367769
	10.2547250236 | 10.5805065773 | 0.1061336207
	5.8496227769 | 8.7143049737 | 8.2064040885
	7.5810516990 | 11.9108698868 | 18.7473255394
	8.4908655969 | 8.9981522557 | 0.2573397542
	6.0780658615 | 28.9287355202 | 522.1531038519
	7.0879116947 | 7.9650044569 | 0.7692917135
