Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 183,183,183
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.20922819254905888897
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.6742723167 | 3.9123262070
	3.6193580194 | 14.3373075397 | 114.8744419199
	14.8101968258 | 16.1076729089 | 1.6834441862
	95.6802585245 | 93.7436423905 | 3.7504820504
	80.7599408181 | 78.0611012910 | 7.2837347927
	151.9124776000 | 148.4359911611 | 12.0859579598
	38.1071303166 | 40.4344096891 | 5.4162292777
	60.5283449415 | 61.6411245963 | 1.2382785599
	15.7713610460 | 15.0852882379 | 0.4706958981
	26.9295441315 | 29.1439552916 | 4.9036167862
	45.3353975536 | 47.2700462745 | 3.7428656731
	26.9394855072 | 25.2312754467 | 2.9179816109
	18.7386443260 | 19.4890545893 | 0.5631155632
	12.9336643570 | 11.4557660859 | 2.1841832999
	14.2649027747 | 13.1354645533 | 1.2756306960
	41.8627761972 | 41.1872051932 | 0.4563961815
	23.8797765501 | 22.4993824405 | 1.9054878978
	13.8573527199 | 16.1137006864 | 5.0911061460
	14.6417113659 | 16.6257400363 | 3.9363697652
	7.6741391471 | 9.9276587714 | 5.0783506973
	21.0954875292 | 19.1710369978 | 3.7035098479
	7.3071484354 | 9.2295323991 | 3.6955601041
	8.1531554515 | 15.8444390059 | 59.1558427146
	17.5377826988 | 25.7109842172 | 66.8012230606
	16.0668745556 | 17.5147151761 | 2.0962424625
	12.1911370473 | 19.5437307743 | 54.0606345148
	8.8726714451 | 10.6077479202 | 3.0104903744
	11.2864427278 | 15.4634942991 | 17.4477598295
	10.1091975389 | 11.0314675343 | 0.8505819444
	8.0182772777 | 11.0610636791 | 9.2585490848
	14.6978954500 | 14.7314626415 | 0.0011267563
	6.2137733467 | 4.9065276097 | 1.7088914170
	18.2282702253 | 24.8356190261 | 43.6570581757
	10.7750992010 | 9.4660445050 | 1.7136241973
	10.2547250236 | 10.6433963271 | 0.1510653821
	5.8496227769 | 19.2650852228 | 179.9746326384
	7.5810516990 | 8.5124163026 | 0.8674400248
	8.4908655969 | 8.0164202464 | 0.2250983906
	6.0780658615 | 8.0329006407 | 3.8213790139
	7.0879116947 | 7.8185148439 | 0.5337809615
