Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 137,137,137
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 19.27565385875846004637
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.5184385115 | 9.8206643188
	3.6193580194 | 6.9090403405 | 10.8220097736
	14.8101968258 | 18.2415247695 | 11.7740114573
	95.6802585245 | 93.5481001885 | 4.5460991698
	80.7599408181 | 77.6172228087 | 9.8766764864
	151.9124776000 | 151.0416114766 | 0.7584078049
	38.1071303166 | 38.2527534853 | 0.0212061073
	60.5283449415 | 63.2629971392 | 7.4783226421
	15.7713610460 | 10.1890169567 | 31.1625655311
	26.9295441315 | 27.8732804809 | 0.8906382972
	45.3353975536 | 42.7121272885 | 6.8815468838
	26.9394855072 | 28.3174860155 | 1.8988854008
	18.7386443260 | 21.5984319974 | 8.1783855254
	12.9336643570 | 19.1765089167 | 38.9731081959
	14.2649027747 | 14.7183037965 | 0.2055724866
	41.8627761972 | 40.3693770274 | 2.2302410806
	23.8797765501 | 24.3232749038 | 0.1966907897
	13.8573527199 | 16.6950742515 | 8.0526634909
	14.6417113659 | 16.0656232069 | 2.0275249309
	7.6741391471 | 7.2060405544 | 0.2191162925
	21.0954875292 | 22.9259799512 | 3.3507025068
	7.3071484354 | 12.4724730291 | 26.6805781584
	8.1531554515 | 12.1547960846 | 16.0131277567
	17.5377826988 | 17.4999165212 | 0.0014338474
	16.0668745556 | 15.3545160479 | 0.5074546435
	12.1911370473 | 12.6898227554 | 0.2486874355
	8.8726714451 | 8.6998672962 | 0.0298612739
	11.2864427278 | 11.0799083569 | 0.0426564464
	10.1091975389 | 14.1323000989 | 16.1853542081
	8.0182772777 | 14.9079309881 | 47.4673282489
	14.6978954500 | 16.6926593047 | 3.9790828360
	6.2137733467 | 6.5430318332 | 0.1084111509
	18.2282702253 | 18.0068840045 | 0.0490118588
	10.7750992010 | 16.5221369071 | 33.0284423947
	10.2547250236 | 14.3393011854 | 16.6837624215
	5.8496227769 | 7.0236595051 | 1.3783622392
	7.5810516990 | 12.0666836025 | 20.1208935743
	8.4908655969 | 10.3361957307 | 3.4052433026
	6.0780658615 | 9.1633447727 | 9.5189459603
	7.0879116947 | 11.1790184830 | 16.7371547532
