Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 381,381,381
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.32996738497680411228
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.8033760314 | 3.4182699798
	3.6193580194 | 7.9905150722 | 19.1070139801
	14.8101968258 | 12.6546132942 | 4.6465403619
	95.6802585245 | 94.3001065231 | 1.9048195469
	80.7599408181 | 75.5745461823 | 26.8883175292
	151.9124776000 | 146.6059571276 | 28.1591595246
	38.1071303166 | 36.6014697919 | 2.2670136156
	60.5283449415 | 59.1363796312 | 1.9375674251
	15.7713610460 | 14.6310890775 | 1.3002201621
	26.9295441315 | 23.9952292118 | 8.6102040480
	45.3353975536 | 40.8139441665 | 20.4435407319
	26.9394855072 | 35.4146067419 | 71.8276799424
	18.7386443260 | 18.6272751058 | 0.0124031032
	12.9336643570 | 18.0749936506 | 26.4332669054
	14.2649027747 | 11.6867368761 | 6.6469394007
	41.8627761972 | 38.4300750021 | 11.7834374951
	23.8797765501 | 26.7983097210 | 8.5178358698
	13.8573527199 | 21.4132366778 | 57.0913823861
	14.6417113659 | 16.3111104507 | 2.7868933045
	7.6741391471 | 10.7675634673 | 9.5692740248
	21.0954875292 | 23.4181420754 | 5.3947241409
	7.3071484354 | 8.9490186901 | 2.6957379332
	8.1531554515 | 11.4326118162 | 10.7548340480
	17.5377826988 | 14.1722711713 | 11.3266678420
	16.0668745556 | 17.7230013028 | 2.7427558029
	12.1911370473 | 14.3760761331 | 4.7739588089
	8.8726714451 | 13.9219074868 | 25.4947846043
	11.2864427278 | 12.7977445773 | 2.2840332804
	10.1091975389 | 11.4773538015 | 1.8718515589
	8.0182772777 | 10.3753524402 | 5.5558033216
	14.6978954500 | 11.8492677681 | 8.1146796697
	6.2137733467 | 9.6869692510 | 12.0630897898
	18.2282702253 | 18.5742310034 | 0.1196888600
	10.7750992010 | 12.4630904205 | 2.8493143570
	10.2547250236 | 13.0310281819 | 7.7078592264
	5.8496227769 | 13.8621995747 | 64.2013869403
	7.5810516990 | 17.6995963803 | 102.3849464682
	8.4908655969 | 9.0778933722 | 0.3446016091
	6.0780658615 | 8.8451992334 | 7.6570270982
	7.0879116947 | 7.5956402219 | 0.2577882573
