Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 402,402,402
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 19.81359315331156523143
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.0951662108 | 6.5385876454
	3.6193580194 | 5.4011592883 | 3.1748157617
	14.8101968258 | 15.0093787117 | 0.0396734237
	95.6802585245 | 93.5585678156 | 4.5015714643
	80.7599408181 | 83.5091831199 | 7.5583332343
	151.9124776000 | 147.9733263758 | 15.5169123674
	38.1071303166 | 36.9500788495 | 1.3387680975
	60.5283449415 | 59.9868444718 | 0.2932227587
	15.7713610460 | 20.5547239148 | 22.8805603347
	26.9295441315 | 23.2188667703 | 13.7691264787
	45.3353975536 | 45.1643187233 | 0.0292679662
	26.9394855072 | 23.9658954032 | 8.8422381070
	18.7386443260 | 18.4350624166 | 0.0921619757
	12.9336643570 | 13.3259741216 | 0.1539069514
	14.2649027747 | 13.5767586594 | 0.4735423235
	41.8627761972 | 40.8315920265 | 1.0633407940
	23.8797765501 | 24.5019399081 | 0.3870872441
	13.8573527199 | 18.4031919304 | 20.6646541277
	14.6417113659 | 15.3420207047 | 0.4904331701
	7.6741391471 | 11.0604517448 | 11.4671130094
	21.0954875292 | 24.2908603780 | 10.2104076425
	7.3071484354 | 7.1428967742 | 0.0269786082
	8.1531554515 | 13.9421513819 | 33.5124738830
	17.5377826988 | 21.3326744146 | 14.4012031347
	16.0668745556 | 14.9373223544 | 1.2758881751
	12.1911370473 | 13.7507842748 | 2.4324994742
	8.8726714451 | 17.1588529102 | 68.6608032728
	11.2864427278 | 11.9720587866 | 0.4700693801
	10.1091975389 | 11.9780022339 | 3.4924309881
	8.0182772777 | 15.8872246524 | 61.9203327851
	14.6978954500 | 16.7229326401 | 4.1007756212
	6.2137733467 | 9.5222606733 | 10.9460883901
	18.2282702253 | 17.6230475351 | 0.3662945048
	10.7750992010 | 11.2407758857 | 0.2168547746
	10.2547250236 | 11.7956299459 | 2.3743879794
	5.8496227769 | 7.9951001485 | 4.6030731522
	7.5810516990 | 11.4628426984 | 15.0683013634
	8.4908655969 | 8.7870389015 | 0.0877186264
	6.0780658615 | 11.3882158476 | 28.1976928755
	7.0879116947 | 10.3953097322 | 10.9388817782
