Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 253,253,253
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.90677857972659836605
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 6.8302574485 | 0.3950973318
	7.4588251313 | 8.2162650684 | 0.5737152584
	7.4588251313 | 7.4289297884 | 0.0008937315
	7.4588251313 | 7.5305990731 | 0.0051514987
	7.4588251313 | 7.3507477856 | 0.0116807126
	7.4588251313 | 7.5492367306 | 0.0081742573
	7.4588251313 | 6.3443802721 | 1.2419873442
	7.4588251313 | 7.2729812403 | 0.0345379518
	7.4588251313 | 7.7452644793 | 0.0820475001
	7.4588251313 | 7.8205231133 | 0.1308254302
	7.4588251313 | 7.2676516961 | 0.0365472823
	7.4588251313 | 6.2978308030 | 1.3479078304
	7.4588251313 | 6.0644079759 | 1.9443992032
	7.4588251313 | 8.5811003314 | 1.2595016248
	7.4588251313 | 7.4582747197 | 0.0000003030
	7.4588251313 | 5.7215312377 | 3.0181900727
	7.4588251313 | 7.1539122165 | 0.0929718856
	7.4588251313 | 7.9952601839 | 0.2877625656
	7.4588251313 | 7.4738491766 | 0.0002257219
	7.4588251313 | 7.5201169587 | 0.0037566881
	7.4588251313 | 7.6694219127 | 0.0443510043
	7.4588251313 | 7.4046793099 | 0.0029317700
	7.4588251313 | 6.2119986921 | 1.5545761695
	7.4588251313 | 8.4280669357 | 0.9394296754
	7.4588251313 | 6.3664010849 | 1.1933902971
	7.4588251313 | 7.1863170063 | 0.0742606782
	7.4588251313 | 7.2181783666 | 0.0579108653
	7.4588251313 | 7.4940699566 | 0.0012421977
	7.4588251313 | 7.5082256094 | 0.0024404072
	7.4588251313 | 8.6199935443 | 1.3483120833
	7.4588251313 | 7.6980515228 | 0.0572292664
	7.4588251313 | 6.5000316735 | 0.9192848947
	7.4588251313 | 8.0146669489 | 0.3089601262
	7.4588251313 | 6.0985029714 | 1.8504763785
	7.4588251313 | 7.6511503206 | 0.0369889785
	7.4588251313 | 8.7710895233 | 1.7220378345
	7.4588251313 | 5.9854641990 | 2.1707924369
	7.4588251313 | 7.9371221859 | 0.2287680724
	7.4588251313 | 7.7516344277 | 0.0857372841
	7.4588251313 | 8.4598153489 | 1.0019814158
