Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 350,350,350
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.64150938736512674865
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.2474938414 | 0.0446609141
	7.4588251313 | 7.3143743783 | 0.0208660200
	7.4588251313 | 7.7838971382 | 0.1056718097
	7.4588251313 | 7.3737953420 | 0.0072300651
	7.4588251313 | 7.7810051941 | 0.1037999928
	7.4588251313 | 7.6433686866 | 0.0340563238
	7.4588251313 | 7.3239246363 | 0.0181981436
	7.4588251313 | 7.6516132222 | 0.0371672480
	7.4588251313 | 7.2290382552 | 0.0528020084
	7.4588251313 | 7.6128687231 | 0.0237294282
	7.4588251313 | 7.5774659424 | 0.0140756421
	7.4588251313 | 7.8655033991 | 0.1653872135
	7.4588251313 | 7.8553955685 | 0.1572681117
	7.4588251313 | 6.1762461495 | 1.6450088446
	7.4588251313 | 7.0413439630 | 0.1742905258
	7.4588251313 | 5.6098409088 | 3.4187426549
	7.4588251313 | 7.8389074547 | 0.1444625726
	7.4588251313 | 7.6083945148 | 0.0223710005
	7.4588251313 | 7.7852022420 | 0.1065220184
	7.4588251313 | 7.9460720750 | 0.2374095842
	7.4588251313 | 8.0881080755 | 0.3959970239
	7.4588251313 | 6.0675808906 | 1.9355605371
	7.4588251313 | 5.9019730373 | 2.4237884424
	7.4588251313 | 8.5087015804 | 1.1022405584
	7.4588251313 | 7.5122405388 | 0.0028532058
	7.4588251313 | 6.7028831096 | 0.5714483402
	7.4588251313 | 7.8951331175 | 0.1903646588
	7.4588251313 | 5.9298796344 | 2.3376743324
	7.4588251313 | 7.4413866575 | 0.0003041004
	7.4588251313 | 7.9475764987 | 0.2388778991
	7.4588251313 | 7.2292678159 | 0.0526965610
	7.4588251313 | 8.2113249074 | 0.5662559130
	7.4588251313 | 7.7130294164 | 0.0646198186
	7.4588251313 | 8.3290865257 | 0.7573548946
	7.4588251313 | 7.3314852039 | 0.0162154571
	7.4588251313 | 7.7734345544 | 0.0989790891
	7.4588251313 | 7.4497838100 | 0.0000817455
	7.4588251313 | 5.8093904448 | 2.7206347848
	7.4588251313 | 8.1691363700 | 0.5045420558
	7.4588251313 | 6.4442316891 | 1.0293998529
