Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 267,267,267
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.53732159199600371124
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.8652499817 | 0.1651811590
	7.4588251313 | 7.4594475900 | 0.0000003875
	7.4588251313 | 6.2818871952 | 1.3851829053
	7.4588251313 | 7.2884545293 | 0.0290261420
	7.4588251313 | 6.1460954336 | 1.7232592591
	7.4588251313 | 8.0500142378 | 0.3495045596
	7.4588251313 | 7.3681515980 | 0.0082216896
	7.4588251313 | 6.2497883664 | 1.4617698988
	7.4588251313 | 6.2091655104 | 1.5616491680
	7.4588251313 | 8.3764474068 | 0.8420306405
	7.4588251313 | 7.5254647917 | 0.0044408443
	7.4588251313 | 7.4325090225 | 0.0006925376
	7.4588251313 | 6.3714405764 | 1.1824051702
	7.4588251313 | 7.8050747362 | 0.1198887889
	7.4588251313 | 7.5967841944 | 0.0190327031
	7.4588251313 | 6.9370401237 | 0.2722595942
	7.4588251313 | 8.4669679841 | 1.0163520117
	7.4588251313 | 6.5733719185 | 0.7840273920
	7.4588251313 | 7.5563445815 | 0.0095100432
	7.4588251313 | 7.5722750803 | 0.0128708909
	7.4588251313 | 7.3136009594 | 0.0210900601
	7.4588251313 | 6.5091232603 | 0.9019336438
	7.4588251313 | 7.8265865126 | 0.1352484336
	7.4588251313 | 7.3876871611 | 0.0050606108
	7.4588251313 | 5.7868255484 | 2.7955826052
	7.4588251313 | 7.9447224814 | 0.2360962349
	7.4588251313 | 8.0142929733 | 0.3085445235
	7.4588251313 | 7.5043168077 | 0.0020694926
	7.4588251313 | 7.5578617199 | 0.0098082459
	7.4588251313 | 7.1459154864 | 0.0979124459
	7.4588251313 | 6.4662332082 | 0.9852387257
	7.4588251313 | 7.8279493036 | 0.1362526546
	7.4588251313 | 7.4300036141 | 0.0008306799
	7.4588251313 | 7.8815298216 | 0.1786792552
	7.4588251313 | 7.6716267258 | 0.0452845186
	7.4588251313 | 7.6513774502 | 0.0370763955
	7.4588251313 | 7.1200014557 | 0.1148014831
	7.4588251313 | 6.0770706313 | 1.9092454983
	7.4588251313 | 7.6267051736 | 0.0281837086
	7.4588251313 | 6.1584243361 | 1.6910422280
