Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 65,65,65
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.11282795597966366330
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.1645570323 | 0.4980575161
	7.4588251313 | 8.3563439472 | 0.8055400249
	7.4588251313 | 7.5354568415 | 0.0058724190
	7.4588251313 | 7.6259642877 | 0.0279354976
	7.4588251313 | 7.6838770201 | 0.0506483526
	7.4588251313 | 7.3530991083 | 0.0111779919
	7.4588251313 | 7.6508137240 | 0.0368596197
	7.4588251313 | 8.1630786369 | 0.4959730001
	7.4588251313 | 7.4660532324 | 0.0000522454
	7.4588251313 | 7.7725110986 | 0.0983988861
	7.4588251313 | 8.3489421899 | 0.7923083781
	7.4588251313 | 7.5130642616 | 0.0029418833
	7.4588251313 | 5.8824717397 | 2.4848900152
	7.4588251313 | 7.5391959085 | 0.0064594618
	7.4588251313 | 7.7713955366 | 0.0977002583
	7.4588251313 | 6.9187576476 | 0.2916728869
	7.4588251313 | 7.8923072507 | 0.1879067479
	7.4588251313 | 7.3412230845 | 0.0138302414
	7.4588251313 | 6.3691269719 | 1.1874420786
	7.4588251313 | 7.6541375771 | 0.0381469515
	7.4588251313 | 7.6187376535 | 0.0255720148
	7.4588251313 | 7.6538523935 | 0.0380356330
	7.4588251313 | 5.7862646408 | 2.7974585943
	7.4588251313 | 6.1128746310 | 1.8115827493
	7.4588251313 | 7.7062839939 | 0.0612358887
	7.4588251313 | 6.4248667571 | 1.0690699196
	7.4588251313 | 7.8985428011 | 0.1933516291
	7.4588251313 | 7.9754716030 | 0.2669235767
	7.4588251313 | 7.7397067041 | 0.0788944579
	7.4588251313 | 7.9606851118 | 0.2518634401
	7.4588251313 | 7.7598581078 | 0.0906208529
	7.4588251313 | 6.4006563980 | 1.1197210681
	7.4588251313 | 7.9915615077 | 0.2838080467
	7.4588251313 | 7.9881775509 | 0.2802139842
	7.4588251313 | 7.8943170388 | 0.1896532015
	7.4588251313 | 7.4329627558 | 0.0006688625
	7.4588251313 | 7.5917834352 | 0.0176779106
	7.4588251313 | 6.4772524485 | 0.9634849315
	7.4588251313 | 7.8532828542 | 0.1555968952
	7.4588251313 | 7.7522628289 | 0.0861056824
