Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 201,201,201
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.29838731973850496360
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.6482646175 | 0.0358873189
	7.4588251313 | 7.8838463055 | 0.1806429986
	7.4588251313 | 7.5331369052 | 0.0055222397
	7.4588251313 | 7.7413706093 | 0.0798319471
	7.4588251313 | 8.1077128747 | 0.4210553035
	7.4588251313 | 7.7822546678 | 0.1046066651
	7.4588251313 | 6.1560564758 | 1.6972061696
	7.4588251313 | 7.4778338798 | 0.0003613325
	7.4588251313 | 7.3834983840 | 0.0056741188
	7.4588251313 | 8.0337042000 | 0.3304859437
	7.4588251313 | 7.4662047432 | 0.0000544587
	7.4588251313 | 7.6422615777 | 0.0336489299
	7.4588251313 | 5.7688719131 | 2.8559418796
	7.4588251313 | 6.6558294008 | 0.6448021431
	7.4588251313 | 7.6494937503 | 0.0363545223
	7.4588251313 | 6.0911557091 | 1.8705196485
	7.4588251313 | 7.5024565024 | 0.0019036965
	7.4588251313 | 8.4865286344 | 1.0561744904
	7.4588251313 | 7.9298470867 | 0.2218616825
	7.4588251313 | 7.6973231773 | 0.0568813179
	7.4588251313 | 7.9476926222 | 0.2389914236
	7.4588251313 | 7.9182107150 | 0.2110351145
	7.4588251313 | 7.6461557190 | 0.0350927491
	7.4588251313 | 6.9360685884 | 0.2732744031
	7.4588251313 | 7.1221643711 | 0.1133404675
	7.4588251313 | 7.6765552784 | 0.0474064170
	7.4588251313 | 7.6082306515 | 0.0223220095
	7.4588251313 | 7.0160404123 | 0.1960583074
	7.4588251313 | 7.6587987307 | 0.0399894404
	7.4588251313 | 7.3739631332 | 0.0072015587
	7.4588251313 | 7.2164921151 | 0.0587252907
	7.4588251313 | 6.3722571529 | 1.1806299717
	7.4588251313 | 7.5997596707 | 0.0198625444
	7.4588251313 | 7.8664668992 | 0.1661718109
	7.4588251313 | 5.9197683285 | 2.3686958421
	7.4588251313 | 7.7200398407 | 0.0682331244
	7.4588251313 | 6.7004798616 | 0.5750875480
	7.4588251313 | 8.5978119628 | 1.2972910023
	7.4588251313 | 8.1091803567 | 0.4229619192
	7.4588251313 | 8.6812595054 | 1.4943457990
