Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 129,129,129
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.78954993086258173918
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.2183294834 | 0.5768468609
	7.4588251313 | 6.2991399486 | 1.3448697230
	7.4588251313 | 6.5344402848 | 0.8544873445
	7.4588251313 | 7.5593462940 | 0.0101045041
	7.4588251313 | 8.2052377352 | 0.5571317752
	7.4588251313 | 6.2289666795 | 1.5125518115
	7.4588251313 | 7.8979725971 | 0.1928504967
	7.4588251313 | 6.4340671860 | 1.0501288464
	7.4588251313 | 8.2999074993 | 0.7074195497
	7.4588251313 | 7.6837024330 | 0.0505698008
	7.4588251313 | 6.3724567157 | 1.1801963345
	7.4588251313 | 7.4217899169 | 0.0013716071
	7.4588251313 | 7.4521273806 | 0.0000448599
	7.4588251313 | 7.9079098620 | 0.2016770953
	7.4588251313 | 8.0346613271 | 0.3315873244
	7.4588251313 | 7.9673954832 | 0.2586438028
	7.4588251313 | 7.5239992138 | 0.0042476610
	7.4588251313 | 8.0080209089 | 0.3016160021
	7.4588251313 | 7.9710707525 | 0.2623955765
	7.4588251313 | 7.9853187698 | 0.2771955514
	7.4588251313 | 7.3831124816 | 0.0057324053
	7.4588251313 | 6.2004642593 | 1.5834720842
	7.4588251313 | 5.6999973846 | 3.0934750424
	7.4588251313 | 7.8881186203 | 0.1842928997
	7.4588251313 | 7.5123910201 | 0.0028693044
	7.4588251313 | 6.2659893361 | 1.4228572343
	7.4588251313 | 8.0350488766 | 0.3320338046
	7.4588251313 | 7.7120638499 | 0.0641298486
	7.4588251313 | 6.4482932977 | 1.0211745866
	7.4588251313 | 7.3921287632 | 0.0044484055
	7.4588251313 | 8.0753215256 | 0.3800678043
	7.4588251313 | 8.1613731098 | 0.4935736621
	7.4588251313 | 7.1883436322 | 0.0731602414
	7.4588251313 | 7.3451777474 | 0.0129157279
	7.4588251313 | 6.6456342542 | 0.6612794026
	7.4588251313 | 6.3516733556 | 1.2257850545
	7.4588251313 | 7.8566118999 | 0.1582343133
	7.4588251313 | 6.1626331454 | 1.6801136643
	7.4588251313 | 8.3828939445 | 0.8539031715
	7.4588251313 | 7.5604782420 | 0.0103333549
