Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 105,105,105
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 28.27098154201477342440
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.5087815651 | 0.0205781504
	3.6193580194 | 9.6127969499 | 35.9213102134
	14.8101968258 | 13.5685639184 | 1.5416522768
	95.6802585245 | 89.8716001888 | 33.7405116604
	80.7599408181 | 79.9550601695 | 0.6478328584
	151.9124776000 | 146.8904983220 | 25.2202758688
	38.1071303166 | 37.2830656395 | 0.6790825921
	60.5283449415 | 60.5365746889 | 0.0000677287
	15.7713610460 | 14.6206578399 | 1.3241178685
	26.9295441315 | 28.0896730094 | 1.3458990134
	45.3353975536 | 44.7114885401 | 0.3892624572
	26.9394855072 | 27.9981485338 | 1.1207674039
	18.7386443260 | 18.7175628114 | 0.0004444303
	12.9336643570 | 14.0143399523 | 1.1678597422
	14.2649027747 | 17.9492136106 | 13.5741463354
	41.8627761972 | 42.9552508697 | 1.1935009100
	23.8797765501 | 27.5311801518 | 13.3327482623
	13.8573527199 | 15.1466073083 | 1.6621773937
	14.6417113659 | 16.6087153762 | 3.8691047767
	7.6741391471 | 7.8144420864 | 0.0196849148
	21.0954875292 | 21.0152225411 | 0.0064424683
	7.3071484354 | 9.8103221060 | 6.2658784252
	8.1531554515 | 20.0601863957 | 141.7773859072
	17.5377826988 | 17.3264567124 | 0.0446586725
	16.0668745556 | 15.9338750470 | 0.0176888693
	12.1911370473 | 14.5126963924 | 5.3896377928
	8.8726714451 | 11.6386429656 | 7.6505984520
	11.2864427278 | 14.9887657956 | 13.7071960981
	10.1091975389 | 9.6972847078 | 0.1696721804
	8.0182772777 | 12.4111137486 | 19.2970122600
	14.6978954500 | 16.4642272175 | 3.1199279130
	6.2137733467 | 7.3007824395 | 1.1815887678
	18.2282702253 | 16.5459613490 | 2.8301631553
	10.7750992010 | 11.3237755808 | 0.3010457697
	10.2547250236 | 12.3459676888 | 4.3732958847
	5.8496227769 | 14.6226720567 | 76.9663936659
	7.5810516990 | 6.5269654602 | 1.1110977988
	8.4908655969 | 27.2210512069 | 350.8198529867
	6.0780658615 | 11.1030953972 | 25.2509218347
	7.0879116947 | 8.5701105981 | 2.1969135891
