Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 346,346,346
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.54528190932512998756
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.6219840168 | 1.3529385929
	7.4588251313 | 7.5866592004 | 0.0163415492
	7.4588251313 | 8.1200654326 | 0.4372387361
	7.4588251313 | 6.7203113168 | 0.5454026541
	7.4588251313 | 7.5731951535 | 0.0130805020
	7.4588251313 | 7.4833654960 | 0.0006022295
	7.4588251313 | 6.7372224044 | 0.5207104955
	7.4588251313 | 5.4301324624 | 4.1155939450
	7.4588251313 | 6.6415019653 | 0.6680171577
	7.4588251313 | 5.9009874692 | 2.4268581814
	7.4588251313 | 8.3363610905 | 0.7700693598
	7.4588251313 | 7.6684934580 | 0.0439608072
	7.4588251313 | 7.8578518351 | 0.1592223103
	7.4588251313 | 7.9530994050 | 0.2443070577
	7.4588251313 | 7.8800258917 | 0.1774100806
	7.4588251313 | 7.3128715746 | 0.0213024407
	7.4588251313 | 6.4467572707 | 1.0242813543
	7.4588251313 | 7.8172088958 | 0.1284389227
	7.4588251313 | 7.2955534762 | 0.0266576334
	7.4588251313 | 7.3602728192 | 0.0097125582
	7.4588251313 | 7.4728637665 | 0.0001970833
	7.4588251313 | 7.6051352720 | 0.0214066573
	7.4588251313 | 7.4874761391 | 0.0008208802
	7.4588251313 | 7.5885106993 | 0.0168183465
	7.4588251313 | 7.3814885048 | 0.0059809538
	7.4588251313 | 8.4908221665 | 1.0650178808
	7.4588251313 | 7.4421683191 | 0.0002774494
	7.4588251313 | 8.7635109694 | 1.7022051363
	7.4588251313 | 7.6968933542 | 0.0566764787
	7.4588251313 | 7.3617989217 | 0.0094140854
	7.4588251313 | 7.8415557660 | 0.1464827388
	7.4588251313 | 5.9428405342 | 2.2982092985
	7.4588251313 | 7.5799259726 | 0.0146654138
	7.4588251313 | 7.7939127439 | 0.1122837081
	7.4588251313 | 7.1967497661 | 0.0686834971
	7.4588251313 | 6.0096895710 | 2.0999938722
	7.4588251313 | 7.4612232637 | 0.0000057510
	7.4588251313 | 7.9891478421 | 0.2812421776
	7.4588251313 | 7.2316565384 | 0.0516055696
	7.4588251313 | 7.3849733298 | 0.0054540886
