Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 187,187,187
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 26.84672714510586644110
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 40.9918953509 | 21.7187416837
	3.6193580194 | 11.9522974081 | 69.4378788560
	14.8101968258 | 17.4063537444 | 6.7400307460
	95.6802585245 | 97.1813901868 | 2.2533962677
	80.7599408181 | 75.6018549587 | 26.6058497330
	151.9124776000 | 144.2428767462 | 58.8227772561
	38.1071303166 | 35.5113408110 | 6.7381231571
	60.5283449415 | 58.5301347197 | 3.9928440908
	15.7713610460 | 18.4126316472 | 6.9763103887
	26.9295441315 | 24.1825138921 | 7.5461751363
	45.3353975536 | 46.5781939077 | 1.5445427777
	26.9394855072 | 28.3685600445 | 2.0422540331
	18.7386443260 | 23.7388794039 | 25.0023508346
	12.9336643570 | 14.5985916730 | 2.7719829674
	14.2649027747 | 17.9497721269 | 13.5782621426
	41.8627761972 | 44.8290582085 | 8.7988289702
	23.8797765501 | 26.6548782497 | 7.7011894430
	13.8573527199 | 16.2350338982 | 5.6533677859
	14.6417113659 | 10.9622540844 | 13.5384058862
	7.6741391471 | 19.2932720855 | 135.0042502406
	21.0954875292 | 27.5165483973 | 41.2300226707
	7.3071484354 | 9.3126045279 | 4.0218541391
	8.1531554515 | 13.4039798244 | 27.5711565957
	17.5377826988 | 15.8838182502 | 2.7355983970
	16.0668745556 | 17.3666920553 | 1.6895255327
	12.1911370473 | 13.8194883665 | 2.6515280188
	8.8726714451 | 14.2379040285 | 28.7857206736
	11.2864427278 | 12.6262514013 | 1.7950872817
	10.1091975389 | 8.0527926796 | 4.2288009454
	8.0182772777 | 19.7094324468 | 136.6831091869
	14.6978954500 | 13.6683973992 | 1.0598662365
	6.2137733467 | 6.4098249501 | 0.0384362312
	18.2282702253 | 22.7151527224 | 20.1321145425
	10.7750992010 | 7.8279650270 | 8.6855998397
	10.2547250236 | 8.6606270680 | 2.5411482922
	5.8496227769 | 5.1269795402 | 0.5222132475
	7.5810516990 | 5.6966760603 | 3.5508715474
	8.4908655969 | 8.7455869433 | 0.0648829643
	6.0780658615 | 7.0305598361 | 0.9072447718
	7.0879116947 | 9.4083458982 | 5.3844148925
