Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 301,301,301
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.51407815678767754264
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.8982130274 | 0.1930617233
	7.4588251313 | 6.2291611527 | 1.5120735001
	7.4588251313 | 6.1576600675 | 1.6930305233
	7.4588251313 | 7.9308346767 | 0.2227930109
	7.4588251313 | 8.0779223586 | 0.3832813768
	7.4588251313 | 6.5307216584 | 0.8613760565
	7.4588251313 | 8.2033419749 | 0.5543053305
	7.4588251313 | 8.2593159648 | 0.6407855746
	7.4588251313 | 8.3275095391 | 0.7546126005
	7.4588251313 | 7.4162238770 | 0.0018148669
	7.4588251313 | 8.4684378883 | 1.0193179192
	7.4588251313 | 8.0697451717 | 0.3732232958
	7.4588251313 | 8.1262962110 | 0.4455176423
	7.4588251313 | 7.7147215962 | 0.0654830007
	7.4588251313 | 7.9469225791 | 0.2382391185
	7.4588251313 | 5.7938264968 | 2.7722204528
	7.4588251313 | 7.8009405101 | 0.1170429324
	7.4588251313 | 7.4838254384 | 0.0006250154
	7.4588251313 | 8.0122434418 | 0.3062718264
	7.4588251313 | 7.5480649397 | 0.0079637434
	7.4588251313 | 7.4155626379 | 0.0018716433
	7.4588251313 | 7.9611192415 | 0.2522993732
	7.4588251313 | 7.0396208079 | 0.1757322647
	7.4588251313 | 7.4947182746 | 0.0012883177
	7.4588251313 | 6.5866723097 | 0.7606505441
	7.4588251313 | 7.3845558223 | 0.0055159303
	7.4588251313 | 7.9554134010 | 0.2465999096
	7.4588251313 | 7.6306478182 | 0.0295230357
	7.4588251313 | 7.3367800463 | 0.0148950028
	7.4588251313 | 6.5344958540 | 0.8543846128
	7.4588251313 | 7.8159902156 | 0.1275668974
	7.4588251313 | 7.5032551845 | 0.0019740296
	7.4588251313 | 7.9539793416 | 0.2451776920
	7.4588251313 | 8.0121830335 | 0.3062049679
	7.4588251313 | 6.0629897092 | 1.9483565256
	7.4588251313 | 7.8032109735 | 0.1186016083
	7.4588251313 | 8.2609337783 | 0.6433782815
	7.4588251313 | 6.4048992729 | 1.1107597149
	7.4588251313 | 8.3522040424 | 0.7981258788
	7.4588251313 | 8.2144413466 | 0.5709558648
