Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 213,213,213
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.30655387565358260815
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.4093018171 | 0.0024525587
	7.4588251313 | 7.6656063064 | 0.0427584544
	7.4588251313 | 5.7393280389 | 2.9566702509
	7.4588251313 | 6.1505944021 | 1.7114676408
	7.4588251313 | 7.4713265038 | 0.0001562843
	7.4588251313 | 7.3720714705 | 0.0075261977
	7.4588251313 | 7.5183506747 | 0.0035432903
	7.4588251313 | 7.3325419893 | 0.0159474320
	7.4588251313 | 7.3010392202 | 0.0248963937
	7.4588251313 | 7.9909537320 | 0.2831608477
	7.4588251313 | 7.5707339971 | 0.0125235943
	7.4588251313 | 7.4509117895 | 0.0000626210
	7.4588251313 | 7.7290799323 | 0.0730376575
	7.4588251313 | 7.8410597833 | 0.1461033292
	7.4588251313 | 7.5827052885 | 0.0153462933
	7.4588251313 | 7.9653998054 | 0.2566179005
	7.4588251313 | 7.6104416839 | 0.0229875790
	7.4588251313 | 8.0814281233 | 0.3876344857
	7.4588251313 | 7.7737033527 | 0.0991482943
	7.4588251313 | 6.2348769499 | 1.4980491507
	7.4588251313 | 7.4130248709 | 0.0020976639
	7.4588251313 | 6.2180213038 | 1.5395941384
	7.4588251313 | 5.7392101128 | 2.9570758117
	7.4588251313 | 7.2719507973 | 0.0349220167
	7.4588251313 | 8.0178769936 | 0.3125389848
	7.4588251313 | 8.1942379737 | 0.5408320487
	7.4588251313 | 7.6298738955 | 0.0292576797
	7.4588251313 | 6.1178835844 | 1.7981242323
	7.4588251313 | 6.3057985714 | 1.3294702477
	7.4588251313 | 7.6230159296 | 0.0269586182
	7.4588251313 | 6.3395142170 | 1.2528569229
	7.4588251313 | 7.5229274623 | 0.0041091088
	7.4588251313 | 7.8708102144 | 0.1697317087
	7.4588251313 | 7.3791687602 | 0.0063451375
	7.4588251313 | 8.0389289919 | 0.3365204891
	7.4588251313 | 7.9870089755 | 0.2789781733
	7.4588251313 | 7.2689280800 | 0.0360608901
	7.4588251313 | 7.8974067345 | 0.1923538227
	7.4588251313 | 7.6373088741 | 0.0318564465
	7.4588251313 | 7.7853705131 | 0.1066318864
