Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 472,472,472
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.99207514794290041493
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.6353471956 | 0.0311600392
	7.4588251313 | 5.6656751797 | 3.2153867490
	7.4588251313 | 7.2962462193 | 0.0264319026
	7.4588251313 | 6.4583144258 | 1.0010216717
	7.4588251313 | 7.3935535726 | 0.0042603764
	7.4588251313 | 7.3234706685 | 0.0183208306
	7.4588251313 | 7.6764874409 | 0.0473768810
	7.4588251313 | 6.0442543491 | 2.0010104977
	7.4588251313 | 8.1069303108 | 0.4200403237
	7.4588251313 | 5.7549637400 | 2.9031436407
	7.4588251313 | 7.8760868611 | 0.1741073512
	7.4588251313 | 6.1292932688 | 1.7676549734
	7.4588251313 | 7.2312878173 | 0.0517732293
	7.4588251313 | 7.8487746702 | 0.1520606429
	7.4588251313 | 7.5535040791 | 0.0089641032
	7.4588251313 | 7.4897377066 | 0.0009555873
	7.4588251313 | 7.4879122060 | 0.0008460579
	7.4588251313 | 7.9235658757 | 0.2159839595
	7.4588251313 | 7.5841766283 | 0.0157129978
	7.4588251313 | 8.4261923469 | 0.9357993298
	7.4588251313 | 7.6319022752 | 0.0299556977
	7.4588251313 | 7.8162920479 | 0.1277825965
	7.4588251313 | 7.4964733186 | 0.0014173860
	7.4588251313 | 7.9841346866 | 0.2759501289
	7.4588251313 | 6.2336496863 | 1.5010548711
	7.4588251313 | 8.2626113277 | 0.6460722495
	7.4588251313 | 6.3518647943 | 1.2253611876
	7.4588251313 | 7.4307417969 | 0.0007886737
	7.4588251313 | 7.6191851064 | 0.0257153216
	7.4588251313 | 5.5778212817 | 3.5381754822
	7.4588251313 | 7.6272289272 | 0.0283598385
	7.4588251313 | 8.1048999215 | 0.4174126345
	7.4588251313 | 5.8244036344 | 2.6713336296
	7.4588251313 | 7.1513513602 | 0.0945401199
	7.4588251313 | 7.3141214556 | 0.0209391537
	7.4588251313 | 7.9570138380 | 0.2481919875
	7.4588251313 | 7.2090897491 | 0.0623677611
	7.4588251313 | 6.5153648757 | 0.8901172538
	7.4588251313 | 7.7645954134 | 0.0934954655
	7.4588251313 | 7.6313699044 | 0.0297716987
