Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 100,100,100
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.85869469325341007959
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.4604812895 | 1.0033150593
	7.4588251313 | 8.3414759444 | 0.7790724579
	7.4588251313 | 7.9691895002 | 0.2604717891
	7.4588251313 | 6.7600069832 | 0.4883468041
	7.4588251313 | 6.9069983390 | 0.3045128087
	7.4588251313 | 7.7959870348 | 0.1136781492
	7.4588251313 | 7.8106093415 | 0.1237521305
	7.4588251313 | 8.2270726412 | 0.5902042365
	7.4588251313 | 7.6775141672 | 0.0478248944
	7.4588251313 | 7.9426523020 | 0.2340887312
	7.4588251313 | 6.3522254355 | 1.2245628866
	7.4588251313 | 8.4573508260 | 0.9970535630
	7.4588251313 | 6.1539195241 | 1.7027786437
	7.4588251313 | 6.1374611342 | 1.7460028128
	7.4588251313 | 6.2889307679 | 1.3686528214
	7.4588251313 | 6.0909134423 | 1.8711823890
	7.4588251313 | 7.6435216151 | 0.0341127911
	7.4588251313 | 7.8749655789 | 0.1731728722
	7.4588251313 | 8.3845598249 | 0.8569847229
	7.4588251313 | 7.8459902983 | 0.1498968666
	7.4588251313 | 6.2845762207 | 1.3788605040
	7.4588251313 | 8.0387483500 | 0.3363109396
	7.4588251313 | 6.4802383520 | 0.9576320845
	7.4588251313 | 6.7160782172 | 0.5516729784
	7.4588251313 | 8.0311166027 | 0.3275175282
	7.4588251313 | 6.9765335111 | 0.2326052069
	7.4588251313 | 8.6614815129 | 1.4463823722
	7.4588251313 | 8.0998919813 | 0.4109667062
	7.4588251313 | 7.3891319361 | 0.0048571415
	7.4588251313 | 7.7121125152 | 0.0641544988
	7.4588251313 | 7.7527525910 | 0.0863933516
	7.4588251313 | 7.6970905043 | 0.0567703880
	7.4588251313 | 7.7238829580 | 0.0702556515
	7.4588251313 | 8.2161713576 | 0.5735733066
	7.4588251313 | 7.4759844813 | 0.0002944433
	7.4588251313 | 7.6976081729 | 0.0570173410
	7.4588251313 | 7.6776849010 | 0.0478995988
	7.4588251313 | 6.2349818093 | 1.4977924768
	7.4588251313 | 6.2616387878 | 1.4332551410
	7.4588251313 | 7.5139162667 | 0.0030350332
