Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 353,353,353
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.33423297802574314375
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 6.3531951276 | 1.2224177051
	7.4588251313 | 7.9510512721 | 0.2422865737
	7.4588251313 | 7.8098625206 | 0.1232272487
	7.4588251313 | 8.0237009104 | 0.3190846458
	7.4588251313 | 7.8872013900 | 0.1835062190
	7.4588251313 | 7.6498649564 | 0.0364962148
	7.4588251313 | 8.2896257486 | 0.6902296658
	7.4588251313 | 5.6794705735 | 3.1661026423
	7.4588251313 | 7.5616818869 | 0.0105795122
	7.4588251313 | 7.4927104570 | 0.0011482153
	7.4588251313 | 6.1641085555 | 1.6762910117
	7.4588251313 | 7.5656395691 | 0.0114093241
	7.4588251313 | 6.0595937079 | 1.9578485761
	7.4588251313 | 7.7270834829 | 0.0719625432
	7.4588251313 | 7.3803492851 | 0.0061584584
	7.4588251313 | 7.8491657383 | 0.1523657895
	7.4588251313 | 7.8405642835 | 0.1457247803
	7.4588251313 | 7.6333414055 | 0.0304559300
	7.4588251313 | 7.5589479239 | 0.0100245736
	7.4588251313 | 7.5612076065 | 0.0104821712
	7.4588251313 | 8.0396083315 | 0.3373091256
	7.4588251313 | 6.0866223380 | 1.8829405059
	7.4588251313 | 6.8366048326 | 0.3871581001
	7.4588251313 | 7.7984077723 | 0.1153163700
	7.4588251313 | 7.3495280164 | 0.0119458593
	7.4588251313 | 8.3795475040 | 0.8477296877
	7.4588251313 | 8.6463666188 | 1.4102547845
	7.4588251313 | 7.0758178212 | 0.1466945996
	7.4588251313 | 8.4924095754 | 1.0682968030
	7.4588251313 | 7.7958869184 | 0.1136106483
	7.4588251313 | 7.1707035839 | 0.0830140261
	7.4588251313 | 7.7715320928 | 0.0977856438
	7.4588251313 | 7.4415946523 | 0.0002968894
	7.4588251313 | 7.9255926778 | 0.2178719425
	7.4588251313 | 7.5797173478 | 0.0146149280
	7.4588251313 | 6.4208602994 | 1.0773709923
	7.4588251313 | 6.9251668185 | 0.2847911948
	7.4588251313 | 7.4140503332 | 0.0020047825
	7.4588251313 | 6.7134323291 | 0.5556104296
	7.4588251313 | 7.7101344902 | 0.0631563939
