Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 60,60,60
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.50597420018949623710
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 5.7374506527 | 2.9631300954
	7.4588251313 | 7.6115664732 | 0.0233299175
	7.4588251313 | 7.7214241901 | 0.0689582657
	7.4588251313 | 8.0583848806 | 0.3594718931
	7.4588251313 | 5.9497071709 | 2.2774370183
	7.4588251313 | 7.5499726895 | 0.0083078774
	7.4588251313 | 8.1492220999 | 0.4766479743
	7.4588251313 | 8.1931271112 | 0.5391993978
	7.4588251313 | 8.1454169645 | 0.4714083454
	7.4588251313 | 5.7738362059 | 2.8391876787
	7.4588251313 | 7.7140503975 | 0.0651399365
	7.4588251313 | 7.3355315828 | 0.0152012991
	7.4588251313 | 7.6817536139 | 0.0496971084
	7.4588251313 | 7.5825635917 | 0.0153112066
	7.4588251313 | 7.5858661525 | 0.0161394211
	7.4588251313 | 7.7809519874 | 0.1037657114
	7.4588251313 | 7.4398836628 | 0.0003587792
	7.4588251313 | 7.5251052866 | 0.0043930590
	7.4588251313 | 6.3176816476 | 1.3022084503
	7.4588251313 | 7.5454186313 | 0.0074984342
	7.4588251313 | 7.2699864567 | 0.0356600450
	7.4588251313 | 8.4879483484 | 1.0590945960
	7.4588251313 | 6.3042137691 | 1.3331273977
	7.4588251313 | 7.5784671598 | 0.0143142150
	7.4588251313 | 7.6406382523 | 0.0330560110
	7.4588251313 | 8.0100821820 | 0.3038843360
	7.4588251313 | 7.8921543789 | 0.1877742369
	7.4588251313 | 7.8036083371 | 0.1188754590
	7.4588251313 | 7.4318275698 | 0.0007288683
	7.4588251313 | 6.2715141826 | 1.4097072889
	7.4588251313 | 7.5261207947 | 0.0045287063
	7.4588251313 | 8.4173183651 | 0.9187092793
	7.4588251313 | 8.1312943946 | 0.4522149101
	7.4588251313 | 8.2516883981 | 0.6286321598
	7.4588251313 | 7.7713199797 | 0.0976530303
	7.4588251313 | 8.2437564606 | 0.6161171918
	7.4588251313 | 7.5534312425 | 0.0089503163
	7.4588251313 | 6.4354420167 | 1.0473129992
	7.4588251313 | 7.4759034642 | 0.0002916695
	7.4588251313 | 6.8058481739 | 0.4263789069
