Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 471,471,471
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.83392905420274487938
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.4082256371 | 0.9013613204
	7.4588251313 | 8.1006227682 | 0.4119042068
	7.4588251313 | 8.6712952133 | 1.4700836997
	7.4588251313 | 7.7234954064 | 0.0700503545
	7.4588251313 | 7.0222577401 | 0.1905910870
	7.4588251313 | 9.0246633729 | 2.4518493988
	7.4588251313 | 7.6377362904 | 0.0320092029
	7.4588251313 | 8.4727884931 | 1.0281216990
	7.4588251313 | 8.1015649211 | 0.4131144374
	7.4588251313 | 7.3182578513 | 0.0197591602
	7.4588251313 | 7.2446236983 | 0.0458822539
	7.4588251313 | 7.9537425211 | 0.2449432228
	7.4588251313 | 7.3417158530 | 0.0137145831
	7.4588251313 | 6.1618710635 | 1.6820898540
	7.4588251313 | 7.4932047445 | 0.0011819578
	7.4588251313 | 7.7910371814 | 0.1103648463
	7.4588251313 | 8.2883017000 | 0.6880313780
	7.4588251313 | 6.9040029573 | 0.3078276447
	7.4588251313 | 7.8863381219 | 0.1827673572
	7.4588251313 | 7.7022298976 | 0.0592458803
	7.4588251313 | 7.4860639465 | 0.0007419531
	7.4588251313 | 8.2496534201 | 0.6254093824
	7.4588251313 | 8.5618217160 | 1.2166014660
	7.4588251313 | 6.5156025032 | 0.8896689262
	7.4588251313 | 6.8693083533 | 0.3475300315
	7.4588251313 | 7.9444373315 | 0.2358192090
	7.4588251313 | 8.4530763349 | 0.9885354558
	7.4588251313 | 7.6698249674 | 0.0445209308
	7.4588251313 | 7.8403780763 | 0.1455826498
	7.4588251313 | 6.6726607277 | 0.6180544695
	7.4588251313 | 6.4414118591 | 1.0351297664
	7.4588251313 | 8.3922992780 | 0.8713739826
	7.4588251313 | 6.1664680151 | 1.6701869159
	7.4588251313 | 6.3121889165 | 1.3147746089
	7.4588251313 | 6.3515108153 | 1.2261449943
	7.4588251313 | 7.8219179996 | 0.1318364311
	7.4588251313 | 7.6642385411 | 0.0421946689
	7.4588251313 | 7.2817500177 | 0.0313555959
	7.4588251313 | 6.2042829167 | 1.5738761681
	7.4588251313 | 7.6394876628 | 0.0326389503
