Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 253,253,253
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 17.15763651015779700515
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 50.0360143505 | 19.2175439333
	3.6193580194 | 7.3254477714 | 13.7351012500
	14.8101968258 | 14.4255612813 | 0.1479445022
	95.6802585245 | 91.7415233611 | 15.5136346875
	80.7599408181 | 77.7532986275 | 9.0398972623
	151.9124776000 | 150.3420900093 | 2.4661171850
	38.1071303166 | 38.8356776819 | 0.5307812635
	60.5283449415 | 61.0535060131 | 0.2757941511
	15.7713610460 | 18.3217722512 | 6.5045973157
	26.9295441315 | 21.9190073014 | 25.1054793254
	45.3353975536 | 45.7893329180 | 0.2060573150
	26.9394855072 | 28.5496462264 | 2.5926175416
	18.7386443260 | 19.1425199261 | 0.1631155004
	12.9336643570 | 12.0881994560 | 0.7148108988
	14.2649027747 | 14.7340763215 | 0.2201238170
	41.8627761972 | 41.4557042911 | 0.1657075368
	23.8797765501 | 23.2883376070 | 0.3498000235
	13.8573527199 | 14.6755248234 | 0.6694055910
	14.6417113659 | 13.4878221687 | 1.3314602793
	7.6741391471 | 12.8607926963 | 26.9013750398
	21.0954875292 | 22.2763546620 | 1.3944471852
	7.3071484354 | 11.0912518226 | 14.3194384450
	8.1531554515 | 13.3123091881 | 26.6168672784
	17.5377826988 | 16.7414423513 | 0.6341579491
	16.0668745556 | 14.6251105118 | 2.0786835578
	12.1911370473 | 18.0426068831 | 34.2396992391
	8.8726714451 | 11.1583184095 | 5.2241820456
	11.2864427278 | 14.7744166654 | 12.1659621890
	10.1091975389 | 14.3758737162 | 18.2045256023
	8.0182772777 | 7.6286599670 | 0.1518016488
	14.6978954500 | 14.0932913426 | 0.3655461267
	6.2137733467 | 9.3704405367 | 9.9645477484
	18.2282702253 | 19.2087321928 | 0.9613056697
	10.7750992010 | 14.1376292990 | 11.3066086595
	10.2547250236 | 10.4968065397 | 0.0586034604
	5.8496227769 | 9.3704405367 | 12.3961576980
	7.5810516990 | 6.6478404650 | 0.8708832073
	8.4908655969 | 10.0735353066 | 2.5048434101
	6.0780658615 | 9.8699309808 | 14.3782410829
	7.0879116947 | 7.9225517323 | 0.6966239923
