Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 349,349,349
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 5.01899126075042989470
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.3492608120 | 0.0120043401
	7.4588251313 | 7.9074186814 | 0.2012361732
	7.4588251313 | 8.2497133882 | 0.6255042349
	7.4588251313 | 7.9481931138 | 0.2394810223
	7.4588251313 | 7.8212877445 | 0.1313791460
	7.4588251313 | 7.8823697199 | 0.1793900185
	7.4588251313 | 7.6156476264 | 0.0245932950
	7.4588251313 | 7.7559899198 | 0.0883069115
	7.4588251313 | 6.1313498281 | 1.7621906806
	7.4588251313 | 7.5256461980 | 0.0044650550
	7.4588251313 | 7.5764600558 | 0.0138379755
	7.4588251313 | 8.2630342493 | 0.6467523056
	7.4588251313 | 5.8323135290 | 2.6455399923
	7.4588251313 | 7.9877142678 | 0.2797237187
	7.4588251313 | 6.0182835312 | 2.0751601017
	7.4588251313 | 7.6442498573 | 0.0343823290
	7.4588251313 | 7.7547016579 | 0.0875429190
	7.4588251313 | 6.4845335085 | 0.9492441662
	7.4588251313 | 7.9419072650 | 0.2333683480
	7.4588251313 | 9.1630945955 | 2.9045344065
	7.4588251313 | 7.9332821477 | 0.2251094604
	7.4588251313 | 8.1403721177 | 0.4645062947
	7.4588251313 | 7.6321227183 | 0.0300320537
	7.4588251313 | 6.3075129078 | 1.3255198361
	7.4588251313 | 8.0401173959 | 0.3379006969
	7.4588251313 | 6.4978111925 | 0.9235477906
	7.4588251313 | 7.2308431270 | 0.0519757943
	7.4588251313 | 8.3689256289 | 0.8282829158
	7.4588251313 | 7.3252968324 | 0.0178298066
	7.4588251313 | 8.3080146837 | 0.7211228959
	7.4588251313 | 7.8506080200 | 0.1534938319
	7.4588251313 | 6.3699761794 | 1.1855920399
	7.4588251313 | 6.3675107844 | 1.1909670038
	7.4588251313 | 6.3216689143 | 1.2931242618
	7.4588251313 | 6.6850921984 | 0.5986626515
	7.4588251313 | 6.0884086463 | 1.8780413424
	7.4588251313 | 7.6856555819 | 0.0514520533
	7.4588251313 | 8.2598106375 | 0.6415777811
	7.4588251313 | 7.6915690478 | 0.0541697307
	7.4588251313 | 7.7394100464 | 0.0787278946
