Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 306,306,306
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.68494718627560846613
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.8894577717 | 0.1854444710
	7.4588251313 | 7.5354918952 | 0.0058777927
	7.4588251313 | 7.8346502692 | 0.1412445343
	7.4588251313 | 7.8909228139 | 0.1867084073
	7.4588251313 | 7.5189784765 | 0.0036184249
	7.4588251313 | 7.5375276614 | 0.0061940882
	7.4588251313 | 7.4761203106 | 0.0002991232
	7.4588251313 | 6.4031347658 | 1.1144821477
	7.4588251313 | 8.2858211585 | 0.6839224291
	7.4588251313 | 7.6334974945 | 0.0305104345
	7.4588251313 | 7.9657802864 | 0.2570035293
	7.4588251313 | 7.7638104845 | 0.0930160657
	7.4588251313 | 8.4428861429 | 0.9683760746
	7.4588251313 | 7.6204202539 | 0.0261129837
	7.4588251313 | 7.5107624926 | 0.0026974895
	7.4588251313 | 7.6585023429 | 0.0398709888
	7.4588251313 | 7.1552957896 | 0.0921300612
	7.4588251313 | 6.2960514348 | 1.3520426692
	7.4588251313 | 6.1851184104 | 1.6223288109
	7.4588251313 | 7.6616545231 | 0.0411397622
	7.4588251313 | 6.2560836820 | 1.4465869938
	7.4588251313 | 7.5583861558 | 0.0099123976
	7.4588251313 | 6.0694038040 | 1.9304916246
	7.4588251313 | 6.2515628823 | 1.4574821378
	7.4588251313 | 5.9210536629 | 2.3647410889
	7.4588251313 | 7.3133263940 | 0.0211698826
	7.4588251313 | 7.4016151834 | 0.0032729781
	7.4588251313 | 7.9880704900 | 0.2801006497
	7.4588251313 | 7.7297044899 | 0.0733756269
	7.4588251313 | 7.5499951332 | 0.0083119692
	7.4588251313 | 7.5812155844 | 0.0149794230
	7.4588251313 | 6.2453409260 | 1.4725439164
	7.4588251313 | 8.0686332603 | 0.3718659542
	7.4588251313 | 6.2555160086 | 1.4479528448
	7.4588251313 | 8.1808367399 | 0.5213007629
	7.4588251313 | 8.5199929928 | 1.1260772302
	7.4588251313 | 7.6961982274 | 0.0563459867
	7.4588251313 | 6.4688718176 | 0.9800075633
	7.4588251313 | 8.3050688661 | 0.7161284586
	7.4588251313 | 8.3493656193 | 0.7930623607
