Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 92,92,92
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.74982026982172911289
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.9432169928 | 0.2346354755
	7.4588251313 | 7.5874470548 | 0.0165435992
	7.4588251313 | 5.9879259644 | 2.1635443592
	7.4588251313 | 7.6871011601 | 0.0521099453
	7.4588251313 | 7.2894255388 | 0.0286962220
	7.4588251313 | 6.5343966383 | 0.8545680386
	7.4588251313 | 7.2524802401 | 0.0425782141
	7.4588251313 | 7.6971372088 | 0.0567926463
	7.4588251313 | 7.4878244021 | 0.0008409577
	7.4588251313 | 6.5130345739 | 0.8945197784
	7.4588251313 | 8.2677474852 | 0.6543553746
	7.4588251313 | 5.9088790638 | 2.4023328121
	7.4588251313 | 7.3939825875 | 0.0042045555
	7.4588251313 | 7.9975168483 | 0.2901887660
	7.4588251313 | 7.9983174601 | 0.2910519729
	7.4588251313 | 7.5782879231 | 0.0142713586
	7.4588251313 | 7.4139033020 | 0.0020179707
	7.4588251313 | 6.2275174417 | 1.5161186263
	7.4588251313 | 8.4337483214 | 0.9504752267
	7.4588251313 | 8.4532911190 | 0.9889626007
	7.4588251313 | 7.5531384308 | 0.0088949985
	7.4588251313 | 7.5127990549 | 0.0029131844
	7.4588251313 | 7.4276633090 | 0.0009710592
	7.4588251313 | 6.3312646627 | 1.2713926103
	7.4588251313 | 7.3773819561 | 0.0066329908
	7.4588251313 | 5.6565009534 | 3.2483724421
	7.4588251313 | 5.9517351080 | 2.2713203382
	7.4588251313 | 7.8869717546 | 0.1833095311
	7.4588251313 | 5.9202358962 | 2.3672568345
	7.4588251313 | 7.6873055688 | 0.0522033103
	7.4588251313 | 7.6696241775 | 0.0444362379
	7.4588251313 | 6.8130949685 | 0.4169674431
	7.4588251313 | 7.6413085414 | 0.0333001950
	7.4588251313 | 7.4554282292 | 0.0000115389
	7.4588251313 | 7.6713569655 | 0.0451697805
	7.4588251313 | 6.6307001873 | 0.6857909228
	7.4588251313 | 6.8946101274 | 0.3183385706
	7.4588251313 | 7.7009954722 | 0.0586464740
	7.4588251313 | 7.5938504823 | 0.0182318454
	7.4588251313 | 7.7192551364 | 0.0678237876
