Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 94,94,94
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.40321451786696815844
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 6.2916674169 | 1.3622571302
	7.4588251313 | 7.5720315345 | 0.0128156897
	7.4588251313 | 7.5839772656 | 0.0156630567
	7.4588251313 | 7.4375982428 | 0.0004505808
	7.4588251313 | 7.5906694115 | 0.0173829142
	7.4588251313 | 7.5492586181 | 0.0081782155
	7.4588251313 | 6.2065369192 | 1.5682257662
	7.4588251313 | 6.5742975394 | 0.7823890608
	7.4588251313 | 7.8061847574 | 0.1206587099
	7.4588251313 | 7.4246673289 | 0.0011667555
	7.4588251313 | 8.0694490878 | 0.3728616162
	7.4588251313 | 7.7233669057 | 0.0699823504
	7.4588251313 | 6.3083795706 | 1.3235249882
	7.4588251313 | 6.2810507665 | 1.3871524543
	7.4588251313 | 7.6719880373 | 0.0454384245
	7.4588251313 | 7.2534660615 | 0.0421723476
	7.4588251313 | 8.1044013383 | 0.4167686391
	7.4588251313 | 7.5552216293 | 0.0092922848
	7.4588251313 | 7.8649852952 | 0.1649660787
	7.4588251313 | 7.6893091277 | 0.0531228726
	7.4588251313 | 7.3031752450 | 0.0242268871
	7.4588251313 | 5.8350316354 | 2.6367053174
	7.4588251313 | 7.8100572862 | 0.1233640267
	7.4588251313 | 7.9053164804 | 0.1993545248
	7.4588251313 | 7.7711557023 | 0.0975503856
	7.4588251313 | 7.1451536880 | 0.0983897743
	7.4588251313 | 7.7968064413 | 0.1142313659
	7.4588251313 | 7.3188461170 | 0.0195941244
	7.4588251313 | 8.2735007081 | 0.6636962955
	7.4588251313 | 8.1018430511 | 0.4134720452
	7.4588251313 | 7.4588167980 | 0.0000000001
	7.4588251313 | 6.4157555452 | 1.0879941615
	7.4588251313 | 6.5238633060 | 0.8741536148
	7.4588251313 | 7.9137050143 | 0.2069157080
	7.4588251313 | 8.3110991940 | 0.7263710779
	7.4588251313 | 8.2432689030 | 0.6153520310
	7.4588251313 | 6.1458799202 | 1.7238251272
	7.4588251313 | 8.0840135846 | 0.3908606021
	7.4588251313 | 6.3453918416 | 1.2397336905
	7.4588251313 | 8.0571873915 | 0.3580373944
