Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 256,256,256
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.71625181497622847360
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.9451532043 | 0.2365149946
	7.4588251313 | 8.6316255493 | 1.3754608204
	7.4588251313 | 8.0382803432 | 0.3357683426
	7.4588251313 | 6.4816988993 | 0.9547756732
	7.4588251313 | 7.4578247412 | 0.0000010008
	7.4588251313 | 8.1589515340 | 0.4901769798
	7.4588251313 | 8.0507077352 | 0.3503250168
	7.4588251313 | 6.3791418373 | 1.1657160153
	7.4588251313 | 7.5265095493 | 0.0045811804
	7.4588251313 | 5.9811223952 | 2.1836053764
	7.4588251313 | 5.6950472137 | 3.1109125424
	7.4588251313 | 7.3392966643 | 0.0142870544
	7.4588251313 | 7.8680533706 | 0.1674677518
	7.4588251313 | 7.9016959743 | 0.1961345836
	7.4588251313 | 7.5237082503 | 0.0042098191
	7.4588251313 | 6.1589927447 | 1.6895642332
	7.4588251313 | 8.0770049317 | 0.3821462657
	7.4588251313 | 8.1634503027 | 0.4964966322
	7.4588251313 | 8.1096122496 | 0.4235238734
	7.4588251313 | 6.2705582275 | 1.4119782347
	7.4588251313 | 8.0484182735 | 0.3476200734
	7.4588251313 | 7.7113371725 | 0.0637623310
	7.4588251313 | 7.7648445042 | 0.0936478566
	7.4588251313 | 7.6815252316 | 0.0495953347
	7.4588251313 | 6.4433247472 | 1.0312410301
	7.4588251313 | 7.8224581837 | 0.1322289968
	7.4588251313 | 7.6682051940 | 0.0438400107
	7.4588251313 | 7.7568659672 | 0.0888283398
	7.4588251313 | 7.8165881547 | 0.1279943809
	7.4588251313 | 8.2360095846 | 0.6040156744
	7.4588251313 | 8.0617516223 | 0.3635203536
	7.4588251313 | 7.5984918005 | 0.0195067785
	7.4588251313 | 7.0838953271 | 0.1405723580
	7.4588251313 | 8.4538233289 | 0.9900214132
	7.4588251313 | 8.7231661343 | 1.5985581719
	7.4588251313 | 7.5076580450 | 0.0023846535
	7.4588251313 | 7.7405255903 | 0.0793551486
	7.4588251313 | 6.4667820276 | 0.9841495195
	7.4588251313 | 7.9638521041 | 0.2550522433
	7.4588251313 | 7.9420332882 | 0.2334901229
