Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 339,339,339
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.71282916178151012332
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.1435899818 | 6.2932869293
	3.6193580194 | 4.6888947766 | 1.1439088750
	14.8101968258 | 11.4963777427 | 10.9813969156
	95.6802585245 | 94.7963509354 | 0.7812926260
	80.7599408181 | 80.1143734389 | 0.4167572411
	151.9124776000 | 153.7216575280 | 3.2731320118
	38.1071303166 | 33.8140016139 | 18.4309540577
	60.5283449415 | 58.6999012266 | 3.3432064188
	15.7713610460 | 13.7667873987 | 4.0183155076
	26.9295441315 | 27.6424714333 | 0.5082653377
	45.3353975536 | 43.6813606612 | 2.7358380415
	26.9394855072 | 30.3163863066 | 11.4034590084
	18.7386443260 | 22.1897723806 | 11.9102848490
	12.9336643570 | 10.3324726219 | 6.7661984431
	14.2649027747 | 17.2265193154 | 8.7711725339
	41.8627761972 | 37.5477392203 | 18.6195441127
	23.8797765501 | 23.1386405531 | 0.5492825661
	13.8573527199 | 18.1966610952 | 18.8295971760
	14.6417113659 | 16.6955543870 | 4.2182711553
	7.6741391471 | 11.2918014369 | 13.0874804432
	21.0954875292 | 26.8264705142 | 32.8441659738
	7.3071484354 | 11.5783707887 | 18.2433403916
	8.1531554515 | 11.0802860713 | 8.5680936658
	17.5377826988 | 13.7675022298 | 14.2150148145
	16.0668745556 | 15.7345633233 | 0.1104307551
	12.1911370473 | 13.5183121304 | 1.7613937012
	8.8726714451 | 7.8888725637 | 0.9678602392
	11.2864427278 | 14.0116301109 | 7.4266462731
	10.1091975389 | 12.4759492231 | 5.6015135346
	8.0182772777 | 15.9792418526 | 63.3769569623
	14.6978954500 | 11.9103078906 | 7.7706444010
	6.2137733467 | 8.2894001815 | 4.3082267573
	18.2282702253 | 19.9823513443 | 3.0768005718
	10.7750992010 | 11.2877122775 | 0.2627721662
	10.2547250236 | 9.5026136599 | 0.5656715034
	5.8496227769 | 7.0866299732 | 1.5301868036
	7.5810516990 | 10.3294702138 | 7.5538043326
	8.4908655969 | 10.8410577287 | 5.5234030566
	6.0780658615 | 10.5699440606 | 20.1769697561
	7.0879116947 | 15.9792418526 | 79.0557519757
