Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 374,374,374
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.70196527654428741982
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.4220466560 | 0.0013526562
	7.4588251313 | 7.6894578722 | 0.0531914612
	7.4588251313 | 7.7282233581 | 0.0725754046
	7.4588251313 | 7.5323596256 | 0.0054073219
	7.4588251313 | 7.6722247382 | 0.0455393922
	7.4588251313 | 7.6202164604 | 0.0260471611
	7.4588251313 | 5.7049764343 | 3.0759852520
	7.4588251313 | 7.5213165204 | 0.0039051737
	7.4588251313 | 8.0549500837 | 0.3553649589
	7.4588251313 | 6.5124517574 | 0.8956225628
	7.4588251313 | 7.8456973197 | 0.1496700902
	7.4588251313 | 8.2779058104 | 0.6708931588
	7.4588251313 | 6.0565428438 | 1.9663956137
	7.4588251313 | 6.6338208695 | 0.6806320320
	7.4588251313 | 7.4247532816 | 0.0011608909
	7.4588251313 | 7.6717561089 | 0.0453396012
	7.4588251313 | 8.0854984901 | 0.3927194986
	7.4588251313 | 6.0572062260 | 1.9645355556
	7.4588251313 | 7.9987549044 | 0.2915241599
	7.4588251313 | 6.0375975878 | 2.0198877302
	7.4588251313 | 8.1458137780 | 0.4719534007
	7.4588251313 | 5.9328080989 | 2.3287279830
	7.4588251313 | 7.9673564716 | 0.2586041241
	7.4588251313 | 7.5603390584 | 0.0103050774
	7.4588251313 | 8.3598749844 | 0.8118908378
	7.4588251313 | 7.5881554686 | 0.0167263361
	7.4588251313 | 7.4665178941 | 0.0000591786
	7.4588251313 | 7.3252265516 | 0.0178485805
	7.4588251313 | 7.0901474658 | 0.1359232210
	7.4588251313 | 7.8110354209 | 0.1240520881
	7.4588251313 | 7.8562467358 | 0.1579439317
	7.4588251313 | 7.3650033364 | 0.0088025292
	7.4588251313 | 6.2375570153 | 1.4914958112
	7.4588251313 | 8.5373891903 | 1.1633004293
	7.4588251313 | 7.7290575092 | 0.0730255380
	7.4588251313 | 7.4549634744 | 0.0000149124
	7.4588251313 | 7.5831908492 | 0.0154668318
	7.4588251313 | 7.9224826127 | 0.2149782600
	7.4588251313 | 6.4768762010 | 0.9642237018
	7.4588251313 | 6.3979834781 | 1.1253850130
