Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 207,207,207
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.35453396394698799554
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.7881751970 | 3.4747093653
	3.6193580194 | 7.7985826650 | 17.4659186386
	14.8101968258 | 16.6815197112 | 3.5018493411
	95.6802585245 | 94.1791971973 | 2.2531851081
	80.7599408181 | 76.8131004464 | 15.5775489196
	151.9124776000 | 150.1831599146 | 2.9905396570
	38.1071303166 | 37.9927078706 | 0.0130924962
	60.5283449415 | 62.3932239575 | 3.4777737443
	15.7713610460 | 19.2827246459 | 12.3296743304
	26.9295441315 | 24.6835907126 | 5.0443067599
	45.3353975536 | 38.4770133836 | 47.0374334240
	26.9394855072 | 23.4702781712 | 12.0353995404
	18.7386443260 | 19.4953035776 | 0.5725332231
	12.9336643570 | 10.6389057522 | 5.2659170544
	14.2649027747 | 16.5669205031 | 5.2992856218
	41.8627761972 | 39.9242568019 | 3.7578574460
	23.8797765501 | 28.8751478173 | 24.9537340966
	13.8573527199 | 17.3666752748 | 12.3153447944
	14.6417113659 | 12.7275415412 | 3.6640461175
	7.6741391471 | 8.8977643379 | 1.4972586076
	21.0954875292 | 19.3563651757 | 3.0245465607
	7.3071484354 | 15.4366759906 | 66.0892182717
	8.1531554515 | 12.4712005983 | 18.6455138899
	17.5377826988 | 20.2998790397 | 7.6291761963
	16.0668745556 | 21.2224039054 | 26.5794828776
	12.1911370473 | 12.7302879119 | 0.2906836548
	8.8726714451 | 9.3868513170 | 0.2643809406
	11.2864427278 | 18.5943395199 | 53.4053555233
	10.1091975389 | 14.0453258667 | 15.4931062134
	8.0182772777 | 11.9061998687 | 15.1159420739
	14.6978954500 | 18.7250174431 | 16.2177115473
	6.2137733467 | 10.4634090055 | 18.0594032325
	18.2282702253 | 19.5440107208 | 1.7311730514
	10.7750992010 | 13.1927447220 | 5.8450098649
	10.2547250236 | 14.4097544013 | 17.2642691290
	5.8496227769 | 9.7290537703 | 15.0499848325
	7.5810516990 | 13.5727365372 | 35.9002872009
	8.4908655969 | 12.4024579895 | 15.3005550461
	6.0780658615 | 13.7681697027 | 59.1376970895
	7.0879116947 | 11.5119843793 | 19.5724191182
