Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 181,181,181
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.66379914305447584866
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.5906621770 | 9.3732124096
	3.6193580194 | 7.3859891945 | 14.1875104093
	14.8101968258 | 16.6993511389 | 3.5689040185
	95.6802585245 | 90.8861726642 | 22.9832592354
	80.7599408181 | 81.3931090761 | 0.4009020430
	151.9124776000 | 147.7200930040 | 17.5760886005
	38.1071303166 | 39.0344671783 | 0.8599536550
	60.5283449415 | 57.1995399229 | 11.0809428522
	15.7713610460 | 20.1016647834 | 18.7515304578
	26.9295441315 | 25.7764633940 | 1.3295951870
	45.3353975536 | 39.0504943176 | 39.5000086870
	26.9394855072 | 24.7182059991 | 4.9340826532
	18.7386443260 | 17.5745475427 | 1.3551213209
	12.9336643570 | 19.9071831043 | 48.6299637186
	14.2649027747 | 23.0281103043 | 76.7938062077
	41.8627761972 | 39.3852390178 | 6.1381904754
	23.8797765501 | 23.4114165214 | 0.2193611165
	13.8573527199 | 15.4019339686 | 2.3857312340
	14.6417113659 | 14.2941079836 | 0.1208281114
	7.6741391471 | 14.3842234215 | 45.0252309698
	21.0954875292 | 21.3083930566 | 0.0453287636
	7.3071484354 | 11.3843507833 | 16.6235789855
	8.1531554515 | 9.0930407093 | 0.8833842979
	17.5377826988 | 15.6294199323 | 3.6418484486
	16.0668745556 | 17.0380351665 | 0.9431529322
	12.1911370473 | 12.2459937165 | 0.0030092542
	8.8726714451 | 12.1515833235 | 10.7512631061
	11.2864427278 | 12.4868795040 | 1.4410484536
	10.1091975389 | 14.8173051211 | 22.1662770054
	8.0182772777 | 11.7176529272 | 13.6853801958
	14.6978954500 | 15.6672804900 | 0.9397073558
	6.2137733467 | 7.2042194555 | 0.9809834943
	18.2282702253 | 18.5535726296 | 0.1058216542
	10.7750992010 | 20.4418307689 | 93.4456992049
	10.2547250236 | 13.1695112955 | 8.4959790105
	5.8496227769 | 11.7128832922 | 34.3778238701
	7.5810516990 | 11.9626522546 | 19.1984234292
	8.4908655969 | 17.2367920115 | 76.4912288509
	6.0780658615 | 11.4330300605 | 28.6756415729
	7.0879116947 | 6.3662585880 | 0.5207832065
