Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 410,410,410
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 27.22052196193393669432
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.0199419110 | 2.6643723360
	3.6193580194 | 7.5807016009 | 15.6922429709
	14.8101968258 | 19.6422258808 | 23.3485047883
	95.6802585245 | 92.6672918140 | 9.0779683985
	80.7599408181 | 77.9029667585 | 8.1623007769
	151.9124776000 | 148.1023629516 | 14.5169736343
	38.1071303166 | 37.7829906515 | 0.1050665225
	60.5283449415 | 60.4760354943 | 0.0027362783
	15.7713610460 | 17.5153471915 | 3.0414876758
	26.9295441315 | 25.3664686227 | 2.4432050461
	45.3353975536 | 41.2152439979 | 16.9756653231
	26.9394855072 | 27.9712730237 | 1.0645854791
	18.7386443260 | 18.0827052163 | 0.4302561157
	12.9336643570 | 16.0733553325 | 9.8576594217
	14.2649027747 | 13.3020170933 | 0.9271488354
	41.8627761972 | 42.3594963483 | 0.2467309085
	23.8797765501 | 21.5994709029 | 5.1997938448
	13.8573527199 | 17.0486524403 | 10.1843939056
	14.6417113659 | 17.1587670178 | 6.3355691550
	7.6741391471 | 11.6185575596 | 15.5584366129
	21.0954875292 | 38.6468929448 | 308.0518320598
	7.3071484354 | 10.9431760218 | 13.2206966091
	8.1531554515 | 9.0738916284 | 0.8477551075
	17.5377826988 | 15.6166617628 | 3.6907056507
	16.0668745556 | 15.3893553026 | 0.4590323381
	12.1911370473 | 14.8838041382 | 7.2504560625
	8.8726714451 | 10.6324836245 | 3.0969389068
	11.2864427278 | 17.7679892756 | 42.0104456508
	10.1091975389 | 14.9780200014 | 23.7054321718
	8.0182772777 | 7.0872214441 | 0.8668649653
	14.6978954500 | 17.9854531097 | 10.8080353660
	6.2137733467 | 15.5873129878 | 87.8632454037
	18.2282702253 | 20.7632095090 | 6.4259171720
	10.7750992010 | 7.0327675435 | 14.0050462350
	10.2547250236 | 12.4377816318 | 4.7657361545
	5.8496227769 | 6.9329306371 | 1.1735559201
	7.5810516990 | 3.4312340635 | 17.2209864079
	8.4908655969 | 13.5400457221 | 25.4942199365
	6.0780658615 | 10.9248427853 | 23.4912465490
	7.0879116947 | 7.9086243021 | 0.6735691838
