Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 239,239,239
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.43882649420173525101
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.9845365550 | 0.2763725010
	7.4588251313 | 8.5922270343 | 1.2845998738
	7.4588251313 | 7.5276252903 | 0.0047334619
	7.4588251313 | 8.3129499828 | 0.7295292620
	7.4588251313 | 7.5433916945 | 0.0071515036
	7.4588251313 | 7.7255859254 | 0.0711613213
	7.4588251313 | 7.9436839997 | 0.2350881223
	7.4588251313 | 7.8777322644 | 0.1754831862
	7.4588251313 | 7.5501237649 | 0.0083354405
	7.4588251313 | 6.8331218241 | 0.3915046286
	7.4588251313 | 8.1105049163 | 0.4246865421
	7.4588251313 | 7.2940214480 | 0.0271602540
	7.4588251313 | 6.7996303746 | 0.4345377273
	7.4588251313 | 8.4317369375 | 0.9465573827
	7.4588251313 | 6.3356496149 | 1.2615232406
	7.4588251313 | 7.9911385686 | 0.2833575956
	7.4588251313 | 8.3313603830 | 0.7613177655
	7.4588251313 | 6.2255835889 | 1.5208847019
	7.4588251313 | 8.5048826190 | 1.0942362676
	7.4588251313 | 7.1830642807 | 0.0760440467
	7.4588251313 | 7.2837967605 | 0.0306349306
	7.4588251313 | 7.8894402493 | 0.1854293798
	7.4588251313 | 7.7437104421 | 0.0811596403
	7.4588251313 | 6.8631884118 | 0.3547831016
	7.4588251313 | 7.3048328330 | 0.0237136279
	7.4588251313 | 8.1060597151 | 0.4189126064
	7.4588251313 | 6.0962673832 | 1.8565636170
	7.4588251313 | 7.5407906353 | 0.0067183439
	7.4588251313 | 6.2751617813 | 1.4010589261
	7.4588251313 | 7.7348852428 | 0.0762091852
	7.4588251313 | 7.3149206767 | 0.0207084920
	7.4588251313 | 7.6032287691 | 0.0208524106
	7.4588251313 | 6.1835986396 | 1.6262026051
	7.4588251313 | 7.6048974633 | 0.0213371262
	7.4588251313 | 7.9719902035 | 0.2633383914
	7.4588251313 | 7.5868466810 | 0.0163895172
	7.4588251313 | 7.2335213812 | 0.0507617798
	7.4588251313 | 6.3551292879 | 1.2181445146
	7.4588251313 | 7.9517817815 | 0.2430062590
	7.4588251313 | 6.1272879122 | 1.7729913658
