Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 478,478,478
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.90264580916551295786
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.0012304626 | 7.0278114274
	3.6193580194 | 7.2261049460 | 13.0086233928
	14.8101968258 | 10.8031474437 | 16.0564447505
	95.6802585245 | 93.1036710570 | 6.6388029774
	80.7599408181 | 76.4679120769 | 18.4215107150
	151.9124776000 | 151.8481366038 | 0.0041397638
	38.1071303166 | 39.0826860414 | 0.9517089723
	60.5283449415 | 60.1434340545 | 0.1481563910
	15.7713610460 | 16.5927082040 | 0.6746111540
	26.9295441315 | 23.2559554684 | 13.4952536652
	45.3353975536 | 44.7566480626 | 0.3349509733
	26.9394855072 | 27.2030883178 | 0.0694864417
	18.7386443260 | 20.7803218499 | 4.1684471117
	12.9336643570 | 14.8719991312 | 3.7571416967
	14.2649027747 | 12.6406684138 | 2.6381372591
	41.8627761972 | 39.4794740578 | 5.6801290880
	23.8797765501 | 23.8170201335 | 0.0039383678
	13.8573527199 | 12.9713861957 | 0.7849366820
	14.6417113659 | 18.6703999571 | 16.2303317648
	7.6741391471 | 17.0425374767 | 87.7668872630
	21.0954875292 | 21.5739541272 | 0.2289302854
	7.3071484354 | 8.1358379581 | 0.6867263251
	8.1531554515 | 14.2287240365 | 36.9125336318
	17.5377826988 | 12.6631526924 | 23.7620176995
	16.0668745556 | 13.5813132945 | 6.1780147825
	12.1911370473 | 12.6623549349 | 0.2220462976
	8.8726714451 | 11.6087676634 | 7.4862225158
	11.2864427278 | 19.3768449500 | 65.4546081173
	10.1091975389 | 10.5651009064 | 0.2078478806
	8.0182772777 | 9.2395089933 | 1.4914069031
	14.6978954500 | 13.6386324544 | 1.1220380938
	6.2137733467 | 17.2889928217 | 122.6604864193
	18.2282702253 | 24.7932547176 | 43.0990213833
	10.7750992010 | 15.2571390966 | 20.0886816254
	10.2547250236 | 10.9154560640 | 0.4365655077
	5.8496227769 | 6.6275107965 | 0.6051097710
	7.5810516990 | 7.7362184580 | 0.0240767231
	8.4908655969 | 13.8759464740 | 28.9990960527
	6.0780658615 | 7.1300050942 | 1.1065761494
	7.0879116947 | 10.6520414141 | 12.7030206565
