Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 269,269,269
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.40194412109343158335
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.8346554508 | 0.1412484290
	7.4588251313 | 7.2718881994 | 0.0349454165
	7.4588251313 | 6.1632603935 | 1.6784879898
	7.4588251313 | 7.9510795787 | 0.2423144410
	7.4588251313 | 7.7055275260 | 0.0608620716
	7.4588251313 | 6.0920037539 | 1.8682006777
	7.4588251313 | 7.6732022456 | 0.0459575472
	7.4588251313 | 8.1429475289 | 0.4680234549
	7.4588251313 | 7.4704750392 | 0.0001357204
	7.4588251313 | 7.3449105035 | 0.0129765424
	7.4588251313 | 7.2230152183 | 0.0556063150
	7.4588251313 | 5.7350396831 | 2.9714362714
	7.4588251313 | 7.8686779354 | 0.1679793211
	7.4588251313 | 7.3436966540 | 0.0132545663
	7.4588251313 | 7.4438235836 | 0.0002250464
	7.4588251313 | 7.8005059938 | 0.1167458118
	7.4588251313 | 5.8144558154 | 2.7039504469
	7.4588251313 | 8.0872498699 | 0.3949176521
	7.4588251313 | 7.8423009935 | 0.1470537369
	7.4588251313 | 6.5144134363 | 0.8919134495
	7.4588251313 | 7.6474756159 | 0.0355890053
	7.4588251313 | 6.2615902580 | 1.4333713417
	7.4588251313 | 7.4459761673 | 0.0001650959
	7.4588251313 | 7.3780179233 | 0.0065298049
	7.4588251313 | 7.7160386058 | 0.0661587715
	7.4588251313 | 7.6374477749 | 0.0319060488
	7.4588251313 | 7.5369440916 | 0.0061025720
	7.4588251313 | 7.5441331539 | 0.0072774587
	7.4588251313 | 7.8075471407 | 0.1216070399
	7.4588251313 | 7.6452867221 | 0.0347679248
	7.4588251313 | 7.8072638111 | 0.1214095136
	7.4588251313 | 5.8815083076 | 2.4879283622
	7.4588251313 | 7.9002987922 | 0.1948989933
	7.4588251313 | 5.8725765383 | 2.5161845987
	7.4588251313 | 7.3730066156 | 0.0073648176
	7.4588251313 | 7.6991491028 | 0.0577556113
	7.4588251313 | 7.6687493997 | 0.0440681985
	7.4588251313 | 7.7247534169 | 0.0707178531
	7.4588251313 | 7.7692783661 | 0.0963812110
	7.4588251313 | 7.6026754519 | 0.0206929147
