Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 292,292,292
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.51888921305826762875
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.7627668356 | 0.0923805596
	7.4588251313 | 7.8455461499 | 0.1495531462
	7.4588251313 | 7.9782339871 | 0.2697855595
	7.4588251313 | 8.0842053942 | 0.3911004733
	7.4588251313 | 7.9702607419 | 0.2615663838
	7.4588251313 | 7.3871198986 | 0.0051416404
	7.4588251313 | 7.3105613465 | 0.0219821499
	7.4588251313 | 5.7395119152 | 2.9560379350
	7.4588251313 | 7.6893444540 | 0.0531391582
	7.4588251313 | 7.5263822761 | 0.0045639678
	7.4588251313 | 6.1872346661 | 1.6169423113
	7.4588251313 | 6.2353101070 | 1.4969890146
	7.4588251313 | 7.4060288337 | 0.0027874490
	7.4588251313 | 8.1835075392 | 0.5251645924
	7.4588251313 | 6.4279931908 | 1.0626144895
	7.4588251313 | 7.6572455339 | 0.0393706562
	7.4588251313 | 7.6293868449 | 0.0290912982
	7.4588251313 | 7.1490347196 | 0.0959700992
	7.4588251313 | 7.7908523978 | 0.1102421057
	7.4588251313 | 6.3266630451 | 1.2817909893
	7.4588251313 | 6.4052415624 | 1.1100383366
	7.4588251313 | 8.0668573523 | 0.3697031817
	7.4588251313 | 8.0384973334 | 0.3360198619
	7.4588251313 | 7.9677392217 | 0.2589935514
	7.4588251313 | 7.3617138295 | 0.0094306049
	7.4588251313 | 7.5246224565 | 0.0043292880
	7.4588251313 | 7.8019160039 | 0.1177113468
	7.4588251313 | 7.8748237064 | 0.1730548145
	7.4588251313 | 6.6297508824 | 0.6873641102
	7.4588251313 | 7.7469023280 | 0.0829884713
	7.4588251313 | 5.6355990870 | 3.3241532085
	7.4588251313 | 7.7621934430 | 0.0920323325
	7.4588251313 | 7.5079972564 | 0.0024178979
	7.4588251313 | 8.7240822293 | 1.6008755242
	7.4588251313 | 7.7782551446 | 0.1020355334
	7.4588251313 | 7.6646495232 | 0.0423636803
	7.4588251313 | 7.8548776428 | 0.1568575919
	7.4588251313 | 6.7421978495 | 0.5135546610
	7.4588251313 | 8.2205874479 | 0.5802818271
	7.4588251313 | 8.0832768242 | 0.3899399167
