Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 304,304,304
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 23.74135140730232862438
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 46.3871110447 | 0.5400465794
	3.6193580194 | 18.1864833427 | 212.2011401850
	14.8101968258 | 13.1267454338 | 2.8340085895
	95.6802585245 | 90.2395680183 | 29.6011131838
	80.7599408181 | 79.0057828955 | 3.0770700174
	151.9124776000 | 149.8222351867 | 4.3691133464
	38.1071303166 | 37.3607831123 | 0.5570341493
	60.5283449415 | 58.6967505780 | 3.3547379125
	15.7713610460 | 13.6365282698 | 4.5575109822
	26.9295441315 | 23.9384699735 | 8.9465246184
	45.3353975536 | 45.1531201392 | 0.0332250558
	26.9394855072 | 25.1466671433 | 3.2141976862
	18.7386443260 | 18.1816500747 | 0.3102425959
	12.9336643570 | 13.9857012107 | 1.1067815416
	14.2649027747 | 19.1355363516 | 23.7230714404
	41.8627761972 | 40.7241245203 | 1.2965276415
	23.8797765501 | 25.0882294610 | 1.4603584379
	13.8573527199 | 16.0027138426 | 4.6025743468
	14.6417113659 | 12.5234620475 | 4.4869801748
	7.6741391471 | 9.6003582297 | 3.7103199543
	21.0954875292 | 22.6001673098 | 2.2640612420
	7.3071484354 | 11.3652369168 | 16.4680821229
	8.1531554515 | 9.9944806718 | 3.3904785672
	17.5377826988 | 19.2113829822 | 2.8009379086
	16.0668745556 | 24.2523560510 | 67.0021073118
	12.1911370473 | 11.0411768849 | 1.3224083750
	8.8726714451 | 10.7168686194 | 3.4010632176
	11.2864427278 | 12.3318511694 | 1.0928788097
	10.1091975389 | 13.5262950984 | 11.6765557312
	8.0182772777 | 16.1807029816 | 66.6251933718
	14.6978954500 | 15.1232923960 | 0.1809625617
	6.2137733467 | 11.8995126254 | 32.3276311456
	18.2282702253 | 17.0727692431 | 1.3351825200
	10.7750992010 | 9.2775153888 | 2.2427572748
	10.2547250236 | 13.2365277561 | 8.8911475352
	5.8496227769 | 7.4692996608 | 2.6233532083
	7.5810516990 | 9.7629586562 | 4.7607179701
	8.4908655969 | 10.3179218640 | 3.3381346033
	6.0780658615 | 6.1450410187 | 0.0044856717
	7.0879116947 | 11.3212376989 | 17.9210490574
