Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 311,311,311
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 20.89264333075475477131
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.0430772440 | 21.2443115220
	3.6193580194 | 6.0898760014 | 6.1034590996
	14.8101968258 | 21.5337146490 | 45.2056919178
	95.6802585245 | 89.8568187250 | 33.9124510985
	80.7599408181 | 82.7640478891 | 4.0164451521
	151.9124776000 | 147.8519230801 | 16.4881030092
	38.1071303166 | 37.7539301308 | 0.1247503712
	60.5283449415 | 59.3448802987 | 1.4005885608
	15.7713610460 | 18.0340310805 | 5.1196756848
	26.9295441315 | 24.7536256343 | 4.7346213064
	45.3353975536 | 44.7701609392 | 0.3194924303
	26.9394855072 | 24.4121732367 | 6.3873073130
	18.7386443260 | 20.2670084535 | 2.3358969061
	12.9336643570 | 11.9186586847 | 1.0302365150
	14.2649027747 | 15.3816577268 | 1.2471416232
	41.8627761972 | 40.9531108446 | 0.8274910537
	23.8797765501 | 25.0733217075 | 1.4245500428
	13.8573527199 | 18.5702495417 | 22.2113964529
	14.6417113659 | 14.4154376411 | 0.0511997985
	7.6741391471 | 11.9260914811 | 18.0790986509
	21.0954875292 | 20.7891822181 | 0.0938229437
	7.3071484354 | 7.4779251012 | 0.0291646696
	8.1531554515 | 7.6996322522 | 0.2056832922
	17.5377826988 | 18.5833582285 | 1.0932281883
	16.0668745556 | 17.4957699518 | 2.0417420535
	12.1911370473 | 11.7417139705 | 0.2019811019
	8.8726714451 | 7.6468409730 | 1.5026603464
	11.2864427278 | 10.9889870832 | 0.0884798605
	10.1091975389 | 16.1896593782 | 36.9720161791
	8.0182772777 | 11.3897445908 | 11.3667918432
	14.6978954500 | 21.7915759358 | 50.3203028348
	6.2137733467 | 8.7067477825 | 6.2149215374
	18.2282702253 | 19.6208855720 | 1.9393775038
	10.7750992010 | 15.0456439793 | 18.2375527032
	10.2547250236 | 13.5543878699 | 10.8877748989
	5.8496227769 | 10.3500437380 | 20.2537888273
	7.5810516990 | 9.4469734107 | 3.4816638345
	8.4908655969 | 13.4383950453 | 24.4780476430
	6.0780658615 | 9.8475703040 | 14.2091637420
	7.0879116947 | 13.4613309367 | 40.6204728341
