Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 373,373,373
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.92717183581212836430
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 8.3050340415 | 0.7160695197
	7.4588251313 | 8.5067801167 | 1.0982096515
	7.4588251313 | 7.6175333011 | 0.0251882832
	7.4588251313 | 8.2094340051 | 0.5634136814
	7.4588251313 | 8.1834828819 | 0.5251288556
	7.4588251313 | 6.2261168535 | 1.5195696980
	7.4588251313 | 8.3306796722 | 0.7601303405
	7.4588251313 | 7.9027237137 | 0.1970459515
	7.4588251313 | 7.7746245378 | 0.0997292651
	7.4588251313 | 8.1729889240 | 0.5100299228
	7.4588251313 | 8.2532977890 | 0.6311868038
	7.4588251313 | 8.2439967382 | 0.6164944523
	7.4588251313 | 8.4254539489 | 0.9343712710
	7.4588251313 | 8.3643842241 | 0.8200372706
	7.4588251313 | 8.2950879531 | 0.6993355072
	7.4588251313 | 6.3458828666 | 1.2386404845
	7.4588251313 | 7.9296602888 | 0.2216857455
	7.4588251313 | 7.7195034683 | 0.0679531954
	7.4588251313 | 8.1920852625 | 0.5376704201
	7.4588251313 | 8.1995787237 | 0.5487158846
	7.4588251313 | 8.1602743285 | 0.4920309762
	7.4588251313 | 7.6510615081 | 0.0369548246
	7.4588251313 | 8.5284631282 | 1.1441254445
	7.4588251313 | 7.0069141549 | 0.2042235305
	7.4588251313 | 6.1860180105 | 1.6200379667
	7.4588251313 | 8.3017385487 | 0.7105030293
	7.4588251313 | 7.8675726092 | 0.1670745007
	7.4588251313 | 8.0009590511 | 0.2939091871
	7.4588251313 | 8.3989997525 | 0.8839283183
	7.4588251313 | 8.1436343267 | 0.4689636341
	7.4588251313 | 6.4514767058 | 1.0147508504
	7.4588251313 | 6.0500392397 | 1.9846776884
	7.4588251313 | 7.8095187702 | 0.1229860284
	7.4588251313 | 8.0324247032 | 0.3290164689
	7.4588251313 | 8.2304041565 | 0.5953341922
	7.4588251313 | 8.0853572972 | 0.3925425549
	7.4588251313 | 8.5156475421 | 1.1168736081
	7.4588251313 | 7.5518503134 | 0.0086536845
	7.4588251313 | 7.5730482957 | 0.0130469313
	7.4588251313 | 8.0477076973 | 0.3467826765
