Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 334,334,334
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 26.60935017017628467784
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 45.2615159721 | 0.1526593499
	3.6193580194 | 7.7832221384 | 17.3377644013
	14.8101968258 | 16.3996808263 | 2.5264593876
	95.6802585245 | 94.2456188609 | 2.0581909644
	80.7599408181 | 77.8975531847 | 8.1932629637
	151.9124776000 | 146.4650041013 | 29.6749675194
	38.1071303166 | 37.7286009544 | 0.1432844780
	60.5283449415 | 57.0366540994 | 12.1919049372
	15.7713610460 | 14.0336333106 | 3.0196976824
	26.9295441315 | 23.7968268767 | 9.8139173986
	45.3353975536 | 43.9478539466 | 1.9252772614
	26.9394855072 | 28.9348760727 | 3.9815835087
	18.7386443260 | 18.3099936912 | 0.1837413667
	12.9336643570 | 14.5269479018 | 2.5385524542
	14.2649027747 | 18.7153070208 | 19.8060979536
	41.8627761972 | 41.5597414971 | 0.0918300295
	23.8797765501 | 19.7904787672 | 16.7223563572
	13.8573527199 | 13.5589952255 | 0.0890171945
	14.6417113659 | 18.4386732581 | 14.4169196110
	7.6741391471 | 10.3395048399 | 7.1041742763
	21.0954875292 | 20.3398769322 | 0.5709473744
	7.3071484354 | 12.1961516157 | 23.9023520967
	8.1531554515 | 19.4948662606 | 128.6344040788
	17.5377826988 | 17.5110575930 | 0.0007142313
	16.0668745556 | 17.1371401832 | 1.1454685138
	12.1911370473 | 18.2402446811 | 36.5917031653
	8.8726714451 | 10.0484005159 | 1.3823388480
	11.2864427278 | 8.4194532392 | 8.2196287276
	10.1091975389 | 9.7719731675 | 0.1137202767
	8.0182772777 | 15.0406724113 | 49.3140334123
	14.6978954500 | 13.9743818380 | 0.5234719467
	6.2137733467 | 9.3928569333 | 10.1065724503
	18.2282702253 | 24.3356990914 | 37.3006873535
	10.7750992010 | 12.4742521460 | 2.8871207305
	10.2547250236 | 15.1312302122 | 23.7803028543
	5.8496227769 | 9.3928569333 | 12.5545082871
	7.5810516990 | 12.8323328226 | 27.5759534399
	8.4908655969 | 20.7112972688 | 149.3389502478
	6.0780658615 | 12.2824295091 | 38.4941282717
	7.0879116947 | 8.9981083016 | 3.6488510769
