Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 59,59,59
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.76289181591264565441
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.7377342736 | 0.0777903097
	7.4588251313 | 7.1793044188 | 0.0781318287
	7.4588251313 | 7.2286427880 | 0.0529839112
	7.4588251313 | 7.5594630450 | 0.0101279897
	7.4588251313 | 7.6938783624 | 0.0552500214
	7.4588251313 | 6.2055545117 | 1.5706872458
	7.4588251313 | 6.2476450940 | 1.4669570826
	7.4588251313 | 8.1990353004 | 0.5479110945
	7.4588251313 | 7.7146583682 | 0.0654506451
	7.4588251313 | 7.9418001326 | 0.2332648519
	7.4588251313 | 7.7432444308 | 0.0808943379
	7.4588251313 | 5.7389994022 | 2.9578005386
	7.4588251313 | 8.1779451478 | 0.5171335982
	7.4588251313 | 7.2388781850 | 0.0483766592
	7.4588251313 | 7.6945133854 | 0.0555489531
	7.4588251313 | 8.4145554088 | 0.9134203634
	7.4588251313 | 8.0404527086 | 0.3382906387
	7.4588251313 | 7.7891540403 | 0.1091171881
	7.4588251313 | 8.2790824354 | 0.6728220449
	7.4588251313 | 6.7571639164 | 0.4923284605
	7.4588251313 | 5.8592483286 | 2.5586459477
	7.4588251313 | 6.1669151909 | 1.6690312941
	7.4588251313 | 8.0037954486 | 0.2969926468
	7.4588251313 | 7.2656460364 | 0.0373181627
	7.4588251313 | 8.7414904849 | 1.6452304093
	7.4588251313 | 7.2504228089 | 0.0434315280
	7.4588251313 | 7.9365818589 | 0.2282514908
	7.4588251313 | 7.6915166831 | 0.0541453583
	7.4588251313 | 6.8689782364 | 0.3479193594
	7.4588251313 | 7.3149685133 | 0.0206947265
	7.4588251313 | 6.1974654447 | 1.5910282590
	7.4588251313 | 7.4628175550 | 0.0000159394
	7.4588251313 | 7.6767340025 | 0.0474842762
	7.4588251313 | 8.1273632305 | 0.4469431902
	7.4588251313 | 8.0806702988 | 0.3866914124
	7.4588251313 | 6.3304421259 | 1.2732482069
	7.4588251313 | 7.9608969146 | 0.2520760756
	7.4588251313 | 8.2680973741 | 0.6549215629
	7.4588251313 | 7.7479156572 | 0.0835733322
	7.4588251313 | 6.6202504428 | 0.7032075082
