Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 369,369,369
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.56054396547882934243
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.6670208375 | 0.0433454521
	7.4588251313 | 7.7615291054 | 0.0916296960
	7.4588251313 | 6.0246743901 | 2.0567883485
	7.4588251313 | 7.0708986827 | 0.1504869295
	7.4588251313 | 7.0565694262 | 0.1618096522
	7.4588251313 | 7.6375007848 | 0.0319249891
	7.4588251313 | 6.3377093840 | 1.2569005188
	7.4588251313 | 7.7136366074 | 0.0649288884
	7.4588251313 | 8.4044743670 | 0.8942524769
	7.4588251313 | 6.0507994522 | 1.9825363129
	7.4588251313 | 7.8304178576 | 0.1380811543
	7.4588251313 | 7.9341452917 | 0.2259292549
	7.4588251313 | 6.6714699810 | 0.6199281327
	7.4588251313 | 7.8265316201 | 0.1352080619
	7.4588251313 | 7.6761534945 | 0.0472316174
	7.4588251313 | 8.1234557897 | 0.4417339122
	7.4588251313 | 7.4653220722 | 0.0000422102
	7.4588251313 | 5.7096701379 | 3.0595431908
	7.4588251313 | 6.2677045647 | 1.4187682041
	7.4588251313 | 7.7670913129 | 0.0950280387
	7.4588251313 | 7.6477326449 | 0.0356860487
	7.4588251313 | 7.6331933756 | 0.0304042846
	7.4588251313 | 8.0254735606 | 0.3210904424
	7.4588251313 | 7.5626721753 | 0.0107842085
	7.4588251313 | 7.8604636961 | 0.1613135368
	7.4588251313 | 7.8506866256 | 0.1535554307
	7.4588251313 | 8.1987079628 | 0.5474266043
	7.4588251313 | 6.7483695842 | 0.5047470843
	7.4588251313 | 7.7644789468 | 0.0934242550
	7.4588251313 | 7.9980484136 | 0.2907617482
	7.4588251313 | 7.2314792302 | 0.0516861587
	7.4588251313 | 6.3408751975 | 1.2498120544
	7.4588251313 | 8.7895745743 | 1.7708940801
	7.4588251313 | 8.3884133096 | 0.8641341813
	7.4588251313 | 8.2663300960 | 0.6520642681
	7.4588251313 | 7.8108888419 | 0.1239488564
	7.4588251313 | 6.7990369322 | 0.4353204677
	7.4588251313 | 8.1080572316 | 0.4215023201
	7.4588251313 | 7.8305605136 | 0.1381871944
	7.4588251313 | 7.2984474685 | 0.0257209947
