Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 122,122,122
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 26.66076538879972090967
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 43.1775795998 | 6.1239066265
	3.6193580194 | 7.2653653784 | 13.2933696617
	14.8101968258 | 13.1350370907 | 2.8061601381
	95.6802585245 | 95.3754289098 | 0.0929210940
	80.7599408181 | 76.4895882555 | 18.2359110088
	151.9124776000 | 151.5037731969 | 0.1670392891
	38.1071303166 | 36.5468770996 | 2.4343901009
	60.5283449415 | 55.8914430863 | 21.5008588149
	15.7713610460 | 12.6576881581 | 9.6949588530
	26.9295441315 | 27.7404757966 | 0.6576101656
	45.3353975536 | 44.3314509178 | 1.0079088476
	26.9394855072 | 32.0388380681 | 26.0033965395
	18.7386443260 | 17.8595096643 | 0.7728777534
	12.9336643570 | 13.1350370907 | 0.0405509779
	14.2649027747 | 14.2086344937 | 0.0031661194
	41.8627761972 | 39.7091893686 | 4.6379362283
	23.8797765501 | 24.5442294044 | 0.4414975956
	13.8573527199 | 16.9877803639 | 9.7995772342
	14.6417113659 | 22.1181610423 | 55.8972997645
	7.6741391471 | 12.6268770955 | 24.5296131856
	21.0954875292 | 19.5882721930 | 2.2716980697
	7.3071484354 | 8.7862384814 | 2.1877073643
	8.1531554515 | 16.1113001973 | 63.3320677965
	17.5377826988 | 18.1387202970 | 0.3611259969
	16.0668745556 | 18.3885323010 | 5.3900946867
	12.1911370473 | 13.2067442140 | 1.0314579170
	8.8726714451 | 12.4241629626 | 12.6130919989
	11.2864427278 | 8.8602068964 | 5.8866203098
	10.1091975389 | 11.1076972879 | 0.9970017488
	8.0182772777 | 15.4745380394 | 55.5958245456
	14.6978954500 | 14.6426082589 | 0.0030566735
	6.2137733467 | 6.7835178011 | 0.3246087433
	18.2282702253 | 21.3993690120 | 10.0558675150
	10.7750992010 | 12.7993828285 | 4.0977242042
	10.2547250236 | 12.6413846140 | 5.6961440002
	5.8496227769 | 17.4763707087 | 135.1812674707
	7.5810516990 | 8.1862988820 | 0.3663241525
	8.4908655969 | 9.3407121397 | 0.7222391463
	6.0780658615 | 19.9996461763 | 193.8103984608
	7.0879116947 | 10.6559840478 | 12.7311403167
