Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 279,279,279
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.15768051001288085899
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 6.3927563028 | 1.1365027471
	7.4588251313 | 7.5578781707 | 0.0098115046
	7.4588251313 | 7.8494780478 | 0.1526097012
	7.4588251313 | 6.6728197697 | 0.6178044284
	7.4588251313 | 7.9251348448 | 0.2174447489
	7.4588251313 | 7.7189008154 | 0.0676393615
	7.4588251313 | 7.6846752936 | 0.0510082958
	7.4588251313 | 7.6536161292 | 0.0379435329
	7.4588251313 | 7.6812826166 | 0.0494873328
	7.4588251313 | 6.1878268693 | 1.6154365820
	7.4588251313 | 7.7955550866 | 0.1133870628
	7.4588251313 | 7.6839719154 | 0.0506910744
	7.4588251313 | 7.6758260283 | 0.0470893893
	7.4588251313 | 7.3102335100 | 0.0220794699
	7.4588251313 | 7.4859021362 | 0.0007331642
	7.4588251313 | 7.5417260966 | 0.0068725701
	7.4588251313 | 7.4336934580 | 0.0006316010
	7.4588251313 | 7.9053602980 | 0.1993936551
	7.4588251313 | 8.4205528996 | 0.9249203004
	7.4588251313 | 6.9245886538 | 0.2854086139
	7.4588251313 | 7.5714781200 | 0.0126906959
	7.4588251313 | 7.9312009116 | 0.2231388779
	7.4588251313 | 6.2682062229 | 1.4175733849
	7.4588251313 | 6.0898533362 | 1.8740837757
	7.4588251313 | 7.8473384886 | 0.1509426288
	7.4588251313 | 7.9224187374 | 0.2149190316
	7.4588251313 | 5.8397894640 | 2.6212764921
	7.4588251313 | 7.4539208479 | 0.0000240520
	7.4588251313 | 6.2667933816 | 1.4209396922
	7.4588251313 | 7.6842702417 | 0.0508254978
	7.4588251313 | 7.6544378766 | 0.0382643461
	7.4588251313 | 7.2821518816 | 0.0312134371
	7.4588251313 | 7.5467304025 | 0.0077273367
	7.4588251313 | 7.6377680863 | 0.0320205811
	7.4588251313 | 7.3073091908 | 0.0229570802
	7.4588251313 | 5.6126766787 | 3.4082641090
	7.4588251313 | 7.8263613306 | 0.1350828578
	7.4588251313 | 7.4267900971 | 0.0010262434
	7.4588251313 | 7.5866025220 | 0.0163270616
	7.4588251313 | 7.4481057488 | 0.0001149052
