Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 48,48,48
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.95813224332199098399
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 40.4887565589 | 26.6614830637
	3.6193580194 | 6.7968214576 | 10.0962739008
	14.8101968258 | 17.5431053885 | 7.4687892119
	95.6802585245 | 92.2335349733 | 11.8799032385
	80.7599408181 | 77.8005393543 | 8.7580570237
	151.9124776000 | 147.4926942651 | 19.5344847277
	38.1071303166 | 34.7021338512 | 11.5940009289
	60.5283449415 | 62.8314180978 | 5.3041459632
	15.7713610460 | 16.6644035422 | 0.7975248999
	26.9295441315 | 28.0183484597 | 1.1854948651
	45.3353975536 | 44.2303011037 | 1.2212381637
	26.9394855072 | 23.6319502940 | 10.9397891871
	18.7386443260 | 19.6390058404 | 0.8106508566
	12.9336643570 | 18.1130099186 | 26.8256204459
	14.2649027747 | 16.3054705309 | 4.1639167679
	41.8627761972 | 39.1988477845 | 7.0965145884
	23.8797765501 | 25.0547243362 | 1.3805023000
	13.8573527199 | 14.6705043681 | 0.6612156030
	14.6417113659 | 15.8853206711 | 1.5465641041
	7.6741391471 | 13.8923138100 | 38.6656961380
	21.0954875292 | 20.9477717391 | 0.0218199547
	7.3071484354 | 7.0505852140 | 0.0658246865
	8.1531554515 | 8.8532144129 | 0.4900825495
	17.5377826988 | 22.0424091943 | 20.2916598644
	16.0668745556 | 19.1665765927 | 9.6081527192
	12.1911370473 | 11.4594916868 | 0.5353049334
	8.8726714451 | 16.6528244967 | 60.5307815067
	11.2864427278 | 16.3637155005 | 25.7786988082
	10.1091975389 | 11.7686814192 | 2.7538867490
	8.0182772777 | 11.7241733233 | 13.7336655007
	14.6978954500 | 14.2869369157 | 0.1688869169
	6.2137733467 | 8.4755084539 | 5.1154456953
	18.2282702253 | 15.8219026393 | 5.7906049591
	10.7750992010 | 22.3068443672 | 132.9811465779
	10.2547250236 | 13.8923138100 | 13.2320521784
	5.8496227769 | 8.4755084539 | 6.8952755890
	7.5810516990 | 10.2505270473 | 7.1260986352
	8.4908655969 | 11.4010378610 | 8.4691026069
	6.0780658615 | 9.8598845287 | 14.3021524315
	7.0879116947 | 8.6982927866 | 2.5933272610
