Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 463,463,463
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 25.39375981187913922099
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 41.1926622739 | 19.8877659708
	3.6193580194 | 4.7969709866 | 1.3867723006
	14.8101968258 | 14.6205425398 | 0.0359687482
	95.6802585245 | 93.3841997830 | 5.2718857445
	80.7599408181 | 79.2089573415 | 2.4055497446
	151.9124776000 | 147.9696941001 | 15.5455417271
	38.1071303166 | 39.3220964931 | 1.4761428102
	60.5283449415 | 58.7425942806 | 3.1889054230
	15.7713610460 | 16.8703875723 | 1.2078593054
	26.9295441315 | 23.4512306369 | 12.0986647667
	45.3353975536 | 37.7363838737 | 57.7450089083
	26.9394855072 | 29.5362766108 | 6.7433240355
	18.7386443260 | 25.6859582641 | 48.2651709546
	12.9336643570 | 12.6732895327 | 0.0677950491
	14.2649027747 | 18.9156407289 | 21.6293635190
	41.8627761972 | 41.4359604102 | 0.1821717160
	23.8797765501 | 21.0198105512 | 8.1794055151
	13.8573527199 | 18.0769085473 | 17.8046513808
	14.6417113659 | 14.6038928792 | 0.0014302379
	7.6741391471 | 12.8939018404 | 27.2459225744
	21.0954875292 | 17.7057773231 | 11.4901352815
	7.3071484354 | 14.9332443886 | 58.1573394881
	8.1531554515 | 11.0806426848 | 8.5701815013
	17.5377826988 | 20.4312304682 | 8.3720399945
	16.0668745556 | 18.7199962726 | 7.0390548453
	12.1911370473 | 10.1798068474 | 4.0454491730
	8.8726714451 | 7.8578935534 | 1.0297741694
	11.2864427278 | 11.3798222295 | 0.0087197313
	10.1091975389 | 9.7650098920 | 0.1184651363
	8.0182772777 | 23.5485315654 | 241.1887982401
	14.6978954500 | 13.0867261408 | 2.5958665428
	6.2137733467 | 7.5676330635 | 1.8329361327
	18.2282702253 | 17.9793576638 | 0.0619574633
	10.7750992010 | 16.2826599101 | 30.3332249642
	10.2547250236 | 9.8476725034 | 0.1656917543
	5.8496227769 | 5.1174071298 | 0.5361397538
	7.5810516990 | 9.7650098920 | 4.7696733887
	8.4908655969 | 8.6917881359 | 0.0403698667
	6.0780658615 | 9.7650098920 | 13.5935562839
	7.0879116947 | 7.8120409928 | 0.5243632403
