Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 408,408,408
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 4.72677876466288005020
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 7.7364894135 | 0.0770974536
	7.4588251313 | 8.5348634862 | 1.1578585412
	7.4588251313 | 8.1223331858 | 0.4402429384
	7.4588251313 | 7.8934160382 | 0.1888692564
	7.4588251313 | 7.2850547027 | 0.0301961618
	7.4588251313 | 6.5085924171 | 0.9029422111
	7.4588251313 | 7.6683782011 | 0.0439124891
	7.4588251313 | 8.1998802407 | 0.5491626751
	7.4588251313 | 8.3965677203 | 0.8793611632
	7.4588251313 | 8.3277551777 | 0.7550394256
	7.4588251313 | 5.9752090674 | 2.2011166251
	7.4588251313 | 7.5410860342 | 0.0067668561
	7.4588251313 | 7.2724592101 | 0.0347322566
	7.4588251313 | 5.8294452372 | 2.6548788393
	7.4588251313 | 7.7560050312 | 0.0883158929
	7.4588251313 | 8.3891801238 | 0.8655604121
	7.4588251313 | 7.9712054687 | 0.2625336102
	7.4588251313 | 6.0433605078 | 2.0035401004
	7.4588251313 | 7.8240169901 | 0.1333650937
	7.4588251313 | 8.9697726246 | 2.2829623276
	7.4588251313 | 6.4766128551 | 0.9647409555
	7.4588251313 | 7.8128062682 | 0.1253026453
	7.4588251313 | 7.9244619271 | 0.2168176256
	7.4588251313 | 7.7889709916 | 0.1089962891
	7.4588251313 | 6.7777846818 | 0.4638160938
	7.4588251313 | 7.4348757524 | 0.0005735728
	7.4588251313 | 7.4754633503 | 0.0002768303
	7.4588251313 | 7.8454644490 | 0.1494899620
	7.4588251313 | 8.5143664857 | 1.1141675508
	7.4588251313 | 7.8307074993 | 0.1382964956
	7.4588251313 | 7.6026237339 | 0.0206780381
	7.4588251313 | 7.5136429736 | 0.0030049958
	7.4588251313 | 6.5148059726 | 0.8911721719
	7.4588251313 | 7.5802460225 | 0.0147430328
	7.4588251313 | 7.5439174292 | 0.0072406992
	7.4588251313 | 7.6657669918 | 0.0428249336
	7.4588251313 | 8.1384628887 | 0.4619074812
	7.4588251313 | 7.4949491174 | 0.0013049424
	7.4588251313 | 7.9053435378 | 0.1993786873
	7.4588251313 | 6.0952818950 | 1.8592501573
