Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 75,75,75
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 29.22546304720495058405
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.7221777952 | 0.8650016223
	3.6193580194 | 23.1996214380 | 383.3867155412
	14.8101968258 | 16.7417737758 | 3.7309895135
	95.6802585245 | 96.5441586182 | 0.7463233719
	80.7599408181 | 75.5069723974 | 27.5936772282
	151.9124776000 | 147.3559133629 | 20.7622776472
	38.1071303166 | 40.8002713652 | 7.2530087077
	60.5283449415 | 60.7846269169 | 0.0656804509
	15.7713610460 | 21.9832211509 | 38.5872059626
	26.9295441315 | 24.8818447102 | 4.1930729198
	45.3353975536 | 48.9644253247 | 13.1698425632
	26.9394855072 | 30.9706297375 | 16.2501238055
	18.7386443260 | 22.3723475710 | 13.2037992730
	12.9336643570 | 14.2051857017 | 1.6167665300
	14.2649027747 | 23.2048136415 | 79.9220063072
	41.8627761972 | 41.1495169480 | 0.5087387566
	23.8797765501 | 22.7982853981 | 1.1696231118
	13.8573527199 | 15.3123412773 | 2.1169917021
	14.6417113659 | 17.8075405082 | 10.0224741585
	7.6741391471 | 10.2796328626 | 6.7885975016
	21.0954875292 | 20.2415216799 | 0.7292576718
	7.3071484354 | 9.5675044324 | 5.1092092334
	8.1531554515 | 7.3270247359 | 0.6824919591
	17.5377826988 | 15.5139281845 | 4.0959870949
	16.0668745556 | 13.7326942397 | 5.4483977468
	12.1911370473 | 11.3186173456 | 0.7612906298
	8.8726714451 | 9.0752571050 | 0.0410409496
	11.2864427278 | 9.5401423526 | 3.0495650005
	10.1091975389 | 13.6618613148 | 12.6214199051
	8.0182772777 | 13.8966947654 | 34.5557921592
	14.6978954500 | 18.6388811221 | 15.5313680681
	6.2137733467 | 13.3690921910 | 51.1985877633
	18.2282702253 | 15.2934120447 | 8.6133925403
	10.7750992010 | 11.3000806030 | 0.2756054723
	10.2547250236 | 13.0467382506 | 7.7953378597
	5.8496227769 | 5.3092109631 | 0.2920449285
	7.5810516990 | 9.9062309772 | 5.4064586759
	8.4908655969 | 16.0586724798 | 57.2717010178
	6.0780658615 | 8.6060966187 | 6.3909395093
	7.0879116947 | 8.6060966187 | 2.3048854632
