Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/circ-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 421,421,421
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 5.01897766649457288679
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	7.4588251313 | 6.6269804477 | 0.6919655776
	7.4588251313 | 8.2624437450 | 0.6458028763
	7.4588251313 | 7.8869709144 | 0.1833088116
	7.4588251313 | 8.1841284152 | 0.5260648537
	7.4588251313 | 7.6835463828 | 0.0504996409
	7.4588251313 | 7.0122723131 | 0.1994094195
	7.4588251313 | 7.3138474603 | 0.0210185251
	7.4588251313 | 7.8422212293 | 0.1469925680
	7.4588251313 | 8.1665225476 | 0.5008356331
	7.4588251313 | 7.5276915669 | 0.0047425859
	7.4588251313 | 8.0653509325 | 0.3678735475
	7.4588251313 | 7.1496428613 | 0.0955936761
	7.4588251313 | 7.8630301953 | 0.1633817338
	7.4588251313 | 8.3717323159 | 0.8333995277
	7.4588251313 | 8.6327119331 | 1.3780102234
	7.4588251313 | 8.6199383191 | 1.3481838350
	7.4588251313 | 8.1651087128 | 0.4988364975
	7.4588251313 | 8.4974737635 | 1.0787909813
	7.4588251313 | 6.2434708082 | 1.4770861307
	7.4588251313 | 8.4882267518 | 1.0596676963
	7.4588251313 | 6.8674400641 | 0.3497362977
	7.4588251313 | 8.0535059475 | 0.3536452731
	7.4588251313 | 7.9405788786 | 0.2320866730
	7.4588251313 | 8.0569028381 | 0.3576969434
	7.4588251313 | 7.7719931381 | 0.0980742005
	7.4588251313 | 7.7864845046 | 0.1073606649
	7.4588251313 | 5.8379450269 | 2.6272523129
	7.4588251313 | 6.1931027503 | 1.6020531457
	7.4588251313 | 7.7688019287 | 0.0960856150
	7.4588251313 | 5.6960776613 | 3.1072786429
	7.4588251313 | 7.0337652356 | 0.1806759150
	7.4588251313 | 8.4240442710 | 0.9316479877
	7.4588251313 | 7.5123180700 | 0.0028614945
	7.4588251313 | 7.6637753780 | 0.0420046036
	7.4588251313 | 6.1580808645 | 1.6919356477
	7.4588251313 | 7.9812016452 | 0.2728772223
	7.4588251313 | 7.8029980281 | 0.1184549829
	7.4588251313 | 6.3256459600 | 1.2840950342
	7.4588251313 | 7.3193499010 | 0.0194533399
	7.4588251313 | 8.1247053600 | 0.4433964790
