Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 66,66,66
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 24.71177008442737488281
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 44.4681835872 | 1.4019716604
	3.6193580194 | 8.3338964085 | 22.2268722225
	14.8101968258 | 21.3455379606 | 42.7106837480
	95.6802585245 | 95.1630278856 | 0.2675275338
	80.7599408181 | 75.6610855033 | 25.9983255208
	151.9124776000 | 144.2461391699 | 58.7727449254
	38.1071303166 | 37.4576841818 | 0.4217802819
	60.5283449415 | 59.4997673588 | 1.0579718436
	15.7713610460 | 15.4943274119 | 0.0767476344
	26.9295441315 | 23.2179165581 | 13.7761792436
	45.3353975536 | 44.4037999273 | 0.8678741374
	26.9394855072 | 24.4077362637 | 6.4097542320
	18.7386443260 | 16.2019053320 | 6.4350447234
	12.9336643570 | 14.5721285996 | 2.6845650741
	14.2649027747 | 17.7912696538 | 12.4352633661
	41.8627761972 | 41.4648746594 | 0.1583256338
	23.8797765501 | 24.4794042401 | 0.3595533666
	13.8573527199 | 18.5767490276 | 22.2727015097
	14.6417113659 | 21.3720731568 | 45.2977698365
	7.6741391471 | 16.6240267665 | 80.1004883994
	21.0954875292 | 19.4420007849 | 2.7340184136
	7.3071484354 | 10.9471949975 | 13.2499389746
	8.1531554515 | 11.5143210954 | 11.2974344857
	17.5377826988 | 16.9701040898 | 0.3222590031
	16.0668745556 | 16.9171940406 | 0.7230432266
	12.1911370473 | 7.6296806002 | 20.8068849182
	8.8726714451 | 8.3887491870 | 0.2341807519
	11.2864427278 | 10.9867343828 | 0.0898250921
	10.1091975389 | 13.9965160940 | 15.1112455493
	8.0182772777 | 10.5838082928 | 6.5819493896
	14.6978954500 | 13.0634254567 | 2.6714921588
	6.2137733467 | 10.7294264922 | 20.3911233299
	18.2282702253 | 15.1775936098 | 9.3066278127
	10.7750992010 | 13.9965160940 | 10.3775267984
	10.2547250236 | 20.7079097374 | 109.2690706590
	5.8496227769 | 6.1711022577 | 0.1033490566
	7.5810516990 | 9.8049751805 | 4.9458356515
	8.4908655969 | 12.6219840403 | 17.0661395933
	6.0780658615 | 10.7294264922 | 21.6351557166
	7.0879116947 | 7.2373614546 | 0.0223352307
