Graph reconstruction via  vertex betweenness centrality
	Original graph description file-> ../example_graphs/sfba-inipy.txt		Ordre-> 40
	Pseudorandom generator seeds-> 200,200,200
THRESHOLD ACCEPTANCE :
	Initial Temperature-> 0.900000
	Tk final-> 0.000100
	Minimum Temperature-> 0.000100
	Geometric cooling rate: T[k]=0.980000 * T[k-1]
	Number Maxim of Combinations-> 2000
RESULTS:
	Best cost -> 22.08852250578598486186
	Betweenness centrality
	 Desired BC  |  Closest BC  | Difference^2
	45.6522324293 | 42.9307458775 | 7.4064890511
	3.6193580194 | 9.7608979630 | 37.7185128787
	14.8101968258 | 14.9760707664 | 0.0275141642
	95.6802585245 | 98.6261870949 | 8.6784951422
	80.7599408181 | 76.5309983991 | 17.8839539828
	151.9124776000 | 148.5328175344 | 11.4221021589
	38.1071303166 | 35.4053987904 | 7.2993532395
	60.5283449415 | 59.4776923396 | 1.1038708899
	15.7713610460 | 18.1606207847 | 5.7085620990
	26.9295441315 | 29.2654187112 | 5.4563100521
	45.3353975536 | 46.4362972909 | 1.2119802315
	26.9394855072 | 25.2280789077 | 2.9289125491
	18.7386443260 | 15.4760000109 | 10.6448479266
	12.9336643570 | 15.5840533675 | 7.0245619068
	14.2649027747 | 15.6441423633 | 1.9023018428
	41.8627761972 | 42.6257852769 | 0.5821828557
	23.8797765501 | 23.6423740004 | 0.0563599706
	13.8573527199 | 16.5593244523 | 7.3006512429
	14.6417113659 | 15.8666772773 | 1.5005414843
	7.6741391471 | 10.3971139624 | 7.4145918450
	21.0954875292 | 17.6444724219 | 11.9095052708
	7.3071484354 | 11.5042252544 | 17.6154538249
	8.1531554515 | 9.0470955267 | 0.7991288582
	17.5377826988 | 18.0993180421 | 0.3153219417
	16.0668745556 | 19.7750815159 | 13.7507988605
	12.1911370473 | 17.1294972650 | 24.3874016401
	8.8726714451 | 12.4384422836 | 12.7147216728
	11.2864427278 | 15.0108449683 | 13.8711720492
	10.1091975389 | 8.1465333101 | 3.8520508750
	8.0182772777 | 7.6711178287 | 0.1205196830
	14.6978954500 | 16.7331959160 | 4.1424479870
	6.2137733467 | 11.1667149716 | 24.5316307399
	18.2282702253 | 23.3825056971 | 26.5661432984
	10.7750992010 | 15.4295728900 | 21.6641253210
	10.2547250236 | 8.2654039170 | 3.9573984655
	5.8496227769 | 4.8596832601 | 0.9799802469
	7.5810516990 | 11.3177345133 | 13.9627984550
	8.4908655969 | 13.5168099452 | 25.2601165923
	6.0780658615 | 17.1256288652 | 122.0486483207
	7.0879116947 | 8.5648568095 | 2.1813668721
